;siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement;denomination;FJ
725;356801571;;2017.0;500 à 999 salariés;41.0;nan;nan
726;357200054;;2017.0;2 000 à 4 999 salariés;51.0;ROQUETTE FRERES;3370240000
727;358802296;;2017.0;500 à 999 salariés;41.0;FERCO;nan
728;361200389;;2017.0;500 à 999 salariés;41.0;BRIDGESTONE FRANCE;nan
729;367500931;;2017.0;500 à 999 salariés;41.0;HOPITAL PRIVE DE L ESTUAIRE;nan
730;372800227;;2017.0;500 à 999 salariés;41.0;nan;nan
731;376080487;;2017.0;500 à 999 salariés;41.0;nan;nan
732;377550249;HAPSIS;2017.0;1 000 à 1 999 salariés;42.0;WAVESTONE;359919000
733;377679840;;2017.0;500 à 999 salariés;41.0;ALBÉA TUBES FRANCE;nan
734;377714654;;2017.0;1 000 à 1 999 salariés;42.0;SOCIETE OUEST-FRANCE;nan
735;377768601;;2017.0;500 à 999 salariés;41.0;nan;nan
736;378016893;;2017.0;500 à 999 salariés;41.0;MEDIPOLE SAINT-ROCH;nan
737;378040497;;2017.0;500 à 999 salariés;41.0;SERCEL;nan
738;378072144;;2017.0;500 à 999 salariés;41.0;nan;nan
739;378168470;;2017.0;2 000 à 4 999 salariés;51.0;MBDA FRANCE;nan
740;378442982;;2017.0;500 à 999 salariés;41.0;SCANIA PRODUCTION ANGERS SAS;nan
741;378570261;;2017.0;1 000 à 1 999 salariés;42.0;HERBALIFE INTERNATIONAL FRANCE;nan
742;378901946;;2017.0;1 000 à 1 999 salariés;42.0;WORLDLINE;1720200000
743;378928808;;2017.0;500 à 999 salariés;41.0;QUALIPAC AURILLAC;nan
744;379155369;;2017.0;500 à 999 salariés;41.0;nan;nan
745;379639867;;2017.0;500 à 999 salariés;41.0;FAURECIA SEATING FLERS;nan
746;379642481;;2017.0;500 à 999 salariés;41.0;POLYCLINIQUE DE L'ATLANTIQUE;nan
747;379706344;;2017.0;500 à 999 salariés;41.0;nan;nan
748;379821994;;2017.0;1 000 à 1 999 salariés;42.0;SAP FRANCE;nan
749;379834906;;2017.0;500 à 999 salariés;41.0;nan;nan
750;379906753;;2017.0;500 à 999 salariés;41.0;nan;nan
751;379914237;;2017.0;1 000 à 1 999 salariés;42.0;ESSO RAFFINAGE;nan
752;380089664;;2017.0;500 à 999 salariés;41.0;COMPAGNIE DES TRANSPORTS DE LA PORTE OCEANE;nan
753;380110304;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
754;380129866;;2017.0;2 000 à 4 999 salariés;51.0;ORANGE;82762000000
755;380160952;;2017.0;500 à 999 salariés;41.0;SAINT-GOBAIN SEKURIT FRANCE;nan
756;380342808;;2017.0;1 000 à 1 999 salariés;42.0;AUBERT & DUVAL;nan
757;380347591;;2017.0;500 à 999 salariés;41.0;ARCELORMITTAL MAIZIÈRES RESEARCH SA;nan
758;380386854;;2017.0;500 à 999 salariés;41.0;nan;nan
759;380484766;;2017.0;500 à 999 salariés;41.0;ROCHE DIAGNOSTICS FRANCE;nan
760;380932590;;2017.0;1 000 à 1 999 salariés;42.0;STMICROELECTRONICS (TOURS) SAS;nan
761;381031285;;2017.0;1 000 à 1 999 salariés;42.0;OPEN;nan
762;381043686;;2017.0;500 à 999 salariés;41.0;nan;nan
763;381162197;;2017.0;500 à 999 salariés;41.0;FIDUCIAL PRIVATE SECURITY EN ABREGE FIDUCIAL SECURITE;nan
764;381345941;;2017.0;500 à 999 salariés;41.0;SOLUTEC;nan
765;381511039;;2017.0;500 à 999 salariés;41.0;PEPSICO FRANCE SNC;nan
766;381762038;;2017.0;500 à 999 salariés;41.0;BOUYGUES E&S FM FRANCE;nan
767;381976448;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
768;381983568;SEEQUALIS;2017.0;1 000 à 1 999 salariés;42.0;HELPLINE;nan
769;381984921;;2017.0;500 à 999 salariés;41.0;nan;nan
770;382017143;;2017.0;500 à 999 salariés;41.0;EJ PICARDIE;nan
771;382204519;;2017.0;500 à 999 salariés;41.0;GATINE VIANDES;nan
772;382241669;ISIS MCTSP GROUP;2017.0;500 à 999 salariés;41.0;nan;nan
773;382279974;;2017.0;500 à 999 salariés;41.0;JOSSELIN PORC ABATTAGE;nan
774;382403632;;2017.0;500 à 999 salariés;41.0;L'YSER;nan
775;382587558;;2017.0;1 000 à 1 999 salariés;42.0;ACNA;nan
776;382597821;;2017.0;500 à 999 salariés;41.0;nan;nan
777;382814150;;2017.0;500 à 999 salariés;41.0;nan;nan
778;382865624;;2017.0;500 à 999 salariés;41.0;nan;nan
779;382900942;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
780;383000692;CAISSE D'EPARGNE PICARDIE;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
781;383300597;;2017.0;500 à 999 salariés;41.0;nan;nan
782;383354594;;2017.0;500 à 999 salariés;41.0;nan;nan
783;383439056;;2017.0;500 à 999 salariés;41.0;nan;nan
784;383470937;;2017.0;2 000 à 4 999 salariés;51.0;THALES SIX GTS FRANCE SAS;nan
785;383474814;;2017.0;5 000 à 9 999 salariés;52.0;AIRBUS;nan
786;383474889;FSP;2017.0;500 à 999 salariés;41.0;FIDUCIAL SECURITE PREVENTION EN ABRÉGÉ : FIDUCIAL SECURITE;nan
787;383475092;;2017.0;1 000 à 1 999 salariés;42.0;THALES DMS FRANCE SAS;nan
788;383537784;;2017.0;500 à 999 salariés;41.0;MENARINI FRANCE;nan
789;383610623;S.P.C.;2017.0;500 à 999 salariés;41.0;JARDEL SERVICES;nan
790;383703873;;2017.0;500 à 999 salariés;41.0;SAFT;nan
791;383844693;;2017.0;500 à 999 salariés;41.0;nan;nan
792;383872892;;2017.0;500 à 999 salariés;41.0;FOOTBALL CLUB DES GIRONDINS DE BORDEAUX;nan
793;383960135;;2017.0;500 à 999 salariés;41.0;nan;nan
794;383986874;;2017.0;1 000 à 1 999 salariés;42.0;COOPERL ARC ATLANTIQUE;2263680000
795;384006029;;2017.0;500 à 999 salariés;41.0;nan;nan
796;384030680;;2017.0;500 à 999 salariés;41.0;ORLY AIR TRAITEUR;nan
797;384137857;SIGVARIS;2017.0;500 à 999 salariés;41.0;SIGVARIS;nan
798;384343620;;2017.0;1 000 à 1 999 salariés;42.0;S.T.N. - GROUPE;nan
799;384493284;;2017.0;500 à 999 salariés;41.0;nan;nan
800;384560942;;2017.0;1 000 à 1 999 salariés;42.0;LEROY MERLIN FRANCE;nan
801;384627170;;2017.0;500 à 999 salariés;41.0;VALLOUREC OIL AND GAS FRANCE;nan
802;384711909;;2017.0;500 à 999 salariés;41.0;SOITEC;nan
803;384899399;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
804;385171582;;2017.0;500 à 999 salariés;41.0;CARREFOUR MARCHANDISES INTERNATIONALES POUVANT ETRE PRECEDEE;nan
805;385365713;;2017.0;2 000 à 4 999 salariés;51.0;GFI INFORMATIQUE;1394550000
806;387944259;;2017.0;500 à 999 salariés;41.0;BLUELINK;nan
807;387944796;;2017.0;500 à 999 salariés;41.0;nan;nan
808;387949530;;2017.0;1 000 à 1 999 salariés;42.0;SYSTRA;586200000
809;388698201;;2017.0;500 à 999 salariés;41.0;OCP REPARTITION;nan
810;388734568;;2017.0;500 à 999 salariés;41.0;COMPUTACENTER FRANCE;nan
811;388818726;;2017.0;500 à 999 salariés;41.0;nan;nan
812;388866212;;2017.0;500 à 999 salariés;41.0;LIVBAG;nan
813;389191800;;2017.0;1 000 à 1 999 salariés;42.0;GRID SOLUTIONS SAS;nan
814;389191982;;2017.0;1 000 à 1 999 salariés;42.0;ALSTOM TRANSPORT SA;nan
815;389192030;;2017.0;500 à 999 salariés;41.0;ALSTOM POWER SYSTEMS;nan
816;389272295;;2017.0;500 à 999 salariés;41.0;nan;nan
817;389290586;;2017.0;500 à 999 salariés;41.0;nan;nan
818;389297664;;2017.0;500 à 999 salariés;41.0;nan;nan
819;389470303;;2017.0;500 à 999 salariés;41.0;CONNECTEURS ELECTRIQUES DEUTSCH;nan
820;389534256;;2017.0;500 à 999 salariés;41.0;ALCATEL SUBMARINE NETWORKS;nan
821;389613365;;2017.0;500 à 999 salariés;41.0;DOCKERS DE NORMANDIE;nan
822;389652553;;2017.0;500 à 999 salariés;41.0;nan;nan
823;390282648;SERMETA;2017.0;500 à 999 salariés;41.0;nan;nan
824;390426450;;2017.0;1 000 à 1 999 salariés;42.0;DOCAPOST BPO IS;nan
825;390555076;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
826;391007457;;2017.0;500 à 999 salariés;41.0;nan;nan
827;391125796;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
828;391182805;;2017.0;500 à 999 salariés;41.0;MANUTENTION TERMINAL NORD;nan
829;391504693;;2017.0;1 000 à 1 999 salariés;42.0;AUBAY;nan
830;391543576;;2017.0;500 à 999 salariés;41.0;PROCTER & GAMBLE FRANCE;nan
831;391548955;;2017.0;1 000 à 1 999 salariés;42.0;PROCTER & GAMBLE AMIENS;nan
832;391637865;;2017.0;2 000 à 4 999 salariés;51.0;TECHNIP FRANCE;nan
833;391716123;;2017.0;500 à 999 salariés;41.0;nan;nan
834;392860243;;2017.0;500 à 999 salariés;41.0;PETROINEOS MANUFACTURING FRANCE SAS;nan
835;392901856;;2017.0;500 à 999 salariés;41.0;IPSOS (FRANCE);nan
836;393135298;;2017.0;500 à 999 salariés;41.0;CS SYSTEMES D'INFORMATION;nan
837;393162433;;2017.0;1 000 à 1 999 salariés;42.0;FAURECIA SIEGES D'AUTOMOBILE;nan
838;393291042;;2017.0;500 à 999 salariés;41.0;S.E.J.E.R.;nan
839;393341516;EADS ASTRIUM;2017.0;2 000 à 4 999 salariés;51.0;AIRBUS DEFENCE AND SPACE SAS;nan
840;393341540;;2017.0;500 à 999 salariés;41.0;CIMPA;nan
841;393361134;;2017.0;500 à 999 salariés;41.0;nan;nan
842;393365135;TICKET RESTAURANT - ACCENTIV';2017.0;500 à 999 salariés;41.0;EDENRED FRANCE;nan
843;393379870;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
844;394026934;PROSERVIA;2017.0;1 000 à 1 999 salariés;42.0;PROSERVIA;nan
845;394094130;;2017.0;500 à 999 salariés;41.0;nan;nan
846;394157085;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
847;394164966;;2017.0;500 à 999 salariés;41.0;nan;nan
848;394671820;;2017.0;500 à 999 salariés;41.0;GROUPEMENT INTERNATIONAL DE MECANIQUE AGRICOLE;nan
849;394895833;;2017.0;500 à 999 salariés;41.0;nan;nan
850;395001852;;2017.0;500 à 999 salariés;41.0;BLANC AERO INDUSTRIES;nan
851;395780059;;2017.0;500 à 999 salariés;41.0;SOCIETE DES EAUX DE VOLVIC;nan
852;397471822;DISNEYLAND PARIS;2017.0;5 000 à 9 999 salariés;52.0;EURO DISNEY ASSOCIES SAS;nan
853;397480930;;2017.0;2 000 à 4 999 salariés;51.0;BOUYGUES TELECOM;5344200000
854;398110445;;2017.0;500 à 999 salariés;41.0;OKAIDI;nan
855;398219626;;2017.0;500 à 999 salariés;41.0;nan;nan
856;398796383;;2017.0;500 à 999 salariés;41.0;MERCEDES BENZ MOLSHEIM;nan
857;398824714;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
858;398972901;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
859;399227354;;2017.0;500 à 999 salariés;41.0;nan;nan
860;399315613;;2017.0;500 à 999 salariés;41.0;METRO FRANCE;nan
861;399354810;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
862;399394204;;2017.0;500 à 999 salariés;41.0;nan;nan
863;399395581;;2017.0;2 000 à 4 999 salariés;51.0;STMICROELECTRONICS (CROLLES 2) SAS;nan
864;399780097;;2017.0;500 à 999 salariés;41.0;nan;nan
865;399898345;;2017.0;500 à 999 salariés;41.0;nan;nan
866;399933159;;2017.0;500 à 999 salariés;41.0;GLOBAL SERVICES-GROUPE ORGANET;nan
867;399973825;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
868;400357885;;2017.0;1 000 à 1 999 salariés;42.0;ALTEN SYSTEMES D'INFORMATION ET RESEAUX;nan
869;400555884;CAPITAL SECURITE;2017.0;500 à 999 salariés;41.0;nan;nan
870;400752028;;2017.0;500 à 999 salariés;41.0;SANDEN MANUFACTURING EUROPE;nan
871;400868188;;2017.0;500 à 999 salariés;41.0;nan;nan
872;400892105;;2017.0;500 à 999 salariés;41.0;nan;nan
873;401722012;;2017.0;500 à 999 salariés;41.0;nan;nan
874;401772710;ITIREMIA;2017.0;500 à 999 salariés;41.0;ITIREMIA;nan
875;401858659;;2017.0;500 à 999 salariés;41.0;nan;nan
876;401948245;;2017.0;1 000 à 1 999 salariés;42.0;DELOITTE CONSEIL;nan
877;401972476;;2017.0;500 à 999 salariés;41.0;TEVA SANTE;nan
878;402121958;CRAM SUD RHONE ALPES;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
879;402171656;;2017.0;500 à 999 salariés;41.0;nan;nan
880;402202386;;2017.0;500 à 999 salariés;41.0;LA PYRENEENNE;nan
881;402222483;;2017.0;500 à 999 salariés;41.0;LES LABORATOIRES SERVIER INDUSTRIE;nan
882;402293450;;2017.0;500 à 999 salariés;41.0;nan;nan
883;402928766;;2017.0;500 à 999 salariés;41.0;nan;nan
884;402965297;;2017.0;500 à 999 salariés;41.0;PAPETERIES DE CLAIREFONTAINE;nan
885;402968655;;2017.0;1 000 à 1 999 salariés;42.0;DEVOTEAM;652379000
886;403080823;;2017.0;500 à 999 salariés;41.0;GROUPE MONITEUR;nan
887;403119431;;2017.0;500 à 999 salariés;41.0;nan;nan
888;403147903;GCS - EA GCS - EUROP ASSISTANCE GCS;2017.0;500 à 999 salariés;41.0;nan;nan
889;403149685;;2017.0;500 à 999 salariés;41.0;SOCIETE NOUVELLE POLYCLINIQUE BORDEAUX NORD AQUITAINE;nan
890;403201767;;2017.0;500 à 999 salariés;41.0;HAVAS MEDIA FRANCE;nan
891;403210032;;2017.0;500 à 999 salariés;41.0;VEOLIA ENVIRONNEMENT-VE;25911100000
892;403256944;;2017.0;500 à 999 salariés;41.0;CGG SERVICES SAS;nan
893;403259534;;2017.0;1 000 à 1 999 salariés;42.0;UMANIS;206743000
894;403335904;;2017.0;2 000 à 4 999 salariés;51.0;SANOFI-AVENTIS FRANCE;nan
895;403335938;;2017.0;1 000 à 1 999 salariés;42.0;SANOFI-AVENTIS GROUPE;nan
896;404162323;;2017.0;500 à 999 salariés;41.0;ACORUS;nan
897;404191447;;2017.0;1 000 à 1 999 salariés;42.0;ALTEN SUD OUEST;nan
898;404271470;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
899;404432775;;2017.0;500 à 999 salariés;41.0;S N V;nan
900;404536922;;2017.0;500 à 999 salariés;41.0;ITS GROUP;134081000
901;404907941;;2017.0;500 à 999 salariés;41.0;ORANGINA SCHWEPPES FRANCE;nan
902;407794551;;2017.0;500 à 999 salariés;41.0;GCC;nan
903;407985308;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
904;407986074;;2017.0;500 à 999 salariés;41.0;BOUYGUES BATIMENT INTERNATIONAL;nan
905;407997162;;2017.0;2 000 à 4 999 salariés;51.0;ASF - ARVATO SERVICES FRANCE;nan
906;408023398;;2017.0;500 à 999 salariés;41.0;BT SERVICES;nan
907;408024719;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
908;408127553;;2017.0;500 à 999 salariés;41.0;nan;nan
909;408457299;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
910;409709342;;2017.0;500 à 999 salariés;41.0;INTRA CALL CENTER (ICC);nan
911;409887395;;2017.0;500 à 999 salariés;41.0;VEOLIA INDUSTRIES GLOBAL SOLUTIONS;nan
912;410034607;;2017.0;500 à 999 salariés;41.0;nan;nan
913;410065361;;2017.0;500 à 999 salariés;41.0;nan;nan
914;410077200;;2017.0;500 à 999 salariés;41.0;nan;nan
915;410118608;;2017.0;500 à 999 salariés;41.0;SUEZ GROUPE;nan
916;410218010;;2017.0;500 à 999 salariés;41.0;CEGID;nan
917;410349070;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
918;410352777;;2017.0;1 000 à 1 999 salariés;42.0;GLAXO WELLCOME PRODUCTION;nan
919;410355028;;2017.0;500 à 999 salariés;41.0;HANON SYSTEMS CHARLEVILLE;nan
920;410409460;AUCHAN FRANCE;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
921;410436158;;2017.0;1 000 à 1 999 salariés;42.0;UGITECH;nan
922;410545313;;2017.0;500 à 999 salariés;41.0;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;nan
923;411127087;;2017.0;500 à 999 salariés;41.0;CLINIQUE BELLEDONNE;nan
924;411198880;SOFIDEL FRANCE ETABLISSEMENT DE FROUARD;2017.0;500 à 999 salariés;41.0;SOFIDEL FRANCE;nan
925;411381346;;2017.0;1 000 à 1 999 salariés;42.0;HUB SAFE;nan
926;412280737;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
927;412479347;;2017.0;500 à 999 salariés;41.0;HEXA NET;nan
928;413156795;;2017.0;500 à 999 salariés;41.0;nan;nan
929;414030064;;2017.0;500 à 999 salariés;41.0;SODEXO ENERGIE ET MAINTENANCE;nan
930;414496315;SONDAGE ET OPINION - ETUDES DE MARCHE - TNS-GLOBAL - TNS-SOFRES;2017.0;500 à 999 salariés;41.0;KANTAR TNS - MB;nan
931;414572248;"CHAPKA; CHAPKA ASSURANCES";2017.0;500 à 999 salariés;41.0;AON FRANCE;nan
932;414702506;;2017.0;500 à 999 salariés;41.0;FNAC LOGISTIQUE;nan
933;414725101;;2017.0;2 000 à 4 999 salariés;51.0;THALES ALENIA SPACE FRANCE;nan
934;414728337;;2017.0;1 000 à 1 999 salariés;42.0;LE BON MARCHE MAISON ARISTIDE BOUCICAUT;nan
935;414814798;;2017.0;500 à 999 salariés;41.0;THYSSENKRUPP ELECTRICAL STEEL UGO;nan
936;414815217;;2017.0;5 000 à 9 999 salariés;52.0;SAFRAN AIRCRAFT ENGINES;nan
937;414819409;;2017.0;500 à 999 salariés;41.0;nan;nan
938;414842062;;2017.0;500 à 999 salariés;41.0;nan;nan
939;414916270;;2017.0;500 à 999 salariés;41.0;SODICAM 2;nan
940;414967984;;2017.0;2 000 à 4 999 salariés;51.0;ECONOCOM-OSIATIS FRANCE;nan
941;414969584;;2017.0;2 000 à 4 999 salariés;51.0;STMICROELECTRONICS (ROUSSET) SAS;nan
942;414993998;;2017.0;500 à 999 salariés;41.0;nan;nan
943;415176072;CREDIT AGRICOLE PCA;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
944;415183896;;2017.0;500 à 999 salariés;41.0;nan;nan
945;415381987;;2017.0;500 à 999 salariés;41.0;nan;nan
946;415550284;;2017.0;1 000 à 1 999 salariés;42.0;V. MANE FILS;1242610000
947;415750660;;2017.0;500 à 999 salariés;41.0;ROBERTET SA;524901000
948;417350311;;2017.0;1 000 à 1 999 salariés;42.0;VIRBAC;nan
949;417617479;;2017.0;500 à 999 salariés;41.0;nan;nan
950;417890589;;2017.0;1 000 à 1 999 salariés;42.0;MSD FRANCE;nan
951;418827655;;2017.0;1 000 à 1 999 salariés;42.0;CONSORT FRANCE;nan
952;418872537;;2017.0;500 à 999 salariés;41.0;J.L. INTERNATIONAL;nan
953;419392931;;2017.0;500 à 999 salariés;41.0;FREE RESEAU;nan
954;419683818;;2017.0;1 000 à 1 999 salariés;42.0;IVECO FRANCE;nan
955;419892336;;2017.0;1 000 à 1 999 salariés;42.0;LC FRANCE;nan
956;420418774;;2017.0;500 à 999 salariés;41.0;nan;nan
957;420495178;SKYTEAM;2017.0;10 000 salariés et plus;53.0;SOCIETE AIR FRANCE;nan
958;420499311;;2017.0;500 à 999 salariés;41.0;AIR LIQUIDE GLOBAL E&C SOLUTIONS FRANCE;nan
959;420540643;;2017.0;1 000 à 1 999 salariés;42.0;EIFFAGE ENERGIE SYSTEMES - ILE DE FRANCE;nan
960;420559056;;2017.0;2 000 à 4 999 salariés;51.0;TOYOTA MOTOR MANUFACTURING FRANCE;nan
961;420611386;;2017.0;500 à 999 salariés;41.0;ELKEM SILICONES FRANCE SAS;nan
962;420624777;CANAL;2017.0;500 à 999 salariés;41.0;GROUPE CANAL +;nan
963;420851651;;2017.0;500 à 999 salariés;41.0;LABORATOIRES CLARINS;nan
964;420916918;;2017.0;10 000 salariés et plus;53.0;AIRBUS OPERATIONS;nan
965;420929481;;2017.0;500 à 999 salariés;41.0;CACEIS FUND ADMINISTRATION (CACEIS FA);nan
966;420937229;;2017.0;500 à 999 salariés;41.0;AD3;nan
967;420956419;;2017.0;500 à 999 salariés;41.0;nan;nan
968;421100645;;2017.0;500 à 999 salariés;41.0;nan;nan
969;421106709;;2017.0;500 à 999 salariés;41.0;SCHNEIDER ELECTRIC FRANCE;nan
970;421131368;;2017.0;500 à 999 salariés;41.0;nan;nan
971;421162751;;2017.0;500 à 999 salariés;41.0;NTN TRANSMISSIONS EUROPE;nan
972;421174038;;2017.0;2 000 à 4 999 salariés;51.0;ARCELORMITTAL MEDITERRANEE;nan
973;421206079;;2017.0;500 à 999 salariés;41.0;ADEO SERVICES;nan
974;421320268;;2017.0;500 à 999 salariés;41.0;SOURIAU;nan
975;421326042;VIVAKI PERFORMANCE GROUPE ZENITHOPIMEDIA ZENITH MEDIA OPTIMEDIA WEBFORMANCE STARCOM WORLDWIDE;2017.0;500 à 999 salariés;41.0;PUBLICIS MEDIA FRANCE;nan
976;421356593;;2017.0;500 à 999 salariés;41.0;AREVA BUSINESS SUPPORT;nan
977;421437591;;2017.0;500 à 999 salariés;41.0;INTERDIS;nan
978;421863259;;2017.0;1 000 à 1 999 salariés;42.0;SEW USOCOME;nan
979;422101535;;2017.0;500 à 999 salariés;41.0;VORTEX;nan
980;422868851;;2017.0;500 à 999 salariés;41.0;BERTRANDT;nan
981;422883769;PCUBED;2017.0;500 à 999 salariés;41.0;MI-GSO;nan
982;423507029;;2017.0;500 à 999 salariés;41.0;nan;nan
983;423507730;;2017.0;500 à 999 salariés;41.0;SIA PARTNERS;nan
984;423547439;;2017.0;500 à 999 salariés;41.0;AFFILIATED COMPUTER SERVICES BUSINESS PROCESS SOLUTIONS;nan
985;423754241;LE TELEGRAMME;2017.0;500 à 999 salariés;41.0;LE TELEGRAMME;nan
986;423868835;;2017.0;500 à 999 salariés;41.0;nan;nan
987;423888932;;2017.0;500 à 999 salariés;41.0;EUROPE SERVICES PROPRETE;nan
988;423959287;;2017.0;500 à 999 salariés;41.0;nan;nan
989;424059822;CDISCOUNT- CDISCOUNT.COM- CDISCOUNT PRO - 3W REGIE - C LE MARCHE - C LES DEALS - OCEANIC - CONTINEN;2017.0;1 000 à 1 999 salariés;42.0;CDISCOUNT;nan
990;424210599;;2017.0;500 à 999 salariés;41.0;ALSTOM POWER SERVICE;nan
991;424623759;;2017.0;500 à 999 salariés;41.0;SIDEL BLOWING & SERVICES;nan
992;424704963;;2017.0;1 000 à 1 999 salariés;42.0;THALES GLOBAL SERVICES SAS;nan
993;424761419;OVH;2017.0;500 à 999 salariés;41.0;nan;nan
994;424982650;SCC. SCC DIRECT. SCC EXCHANGE. SCC STORE;2017.0;500 à 999 salariés;41.0;SCC SA;nan
995;425050556;;2017.0;500 à 999 salariés;41.0;CARGLASS SAS;nan
996;425920212;;2017.0;500 à 999 salariés;41.0;nan;nan
997;428210140;;2017.0;500 à 999 salariés;41.0;NEURONES IT;nan
998;428240287;;2017.0;1 000 à 1 999 salariés;42.0;CARREFOUR SUPPLY CHAIN;nan
999;428267249;;2017.0;500 à 999 salariés;41.0;CASINO SERVICES;nan
1000;428268023;;2017.0;2 000 à 4 999 salariés;51.0;DISTRIBUTION CASINO FRANCE;nan
1001;428286496;;2017.0;500 à 999 salariés;41.0;nan;nan
1002;428610208;;2017.0;500 à 999 salariés;41.0;C.E.S.G SAS - CONSULTANTS EUROPEENS EN SECURITE GENERALE;nan
1003;428637987;;2017.0;500 à 999 salariés;41.0;SPIE BATIGNOLLES TPCI (TRAVAUX PUBLICS ET CONSTRUCTIONS INDU;nan
1004;428677124;;2017.0;1 000 à 1 999 salariés;42.0;THALES SERVICES SAS;nan
1005;428682447;BONNE MAMAN - ANDROS FRANCE - BOIN;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1006;428688485;;2017.0;500 à 999 salariés;41.0;BETC;nan
1007;428689392;;2017.0;2 000 à 4 999 salariés;51.0;SAMSIC I;nan
1008;428692008;;2017.0;500 à 999 salariés;41.0;nan;nan
1009;428702419;APRIL SANTE PREVOYANCE COLLECTIVES;2017.0;500 à 999 salariés;41.0;APRIL - SANTÉ PRÉVOYANCE;nan
1010;428706204;;2017.0;500 à 999 salariés;41.0;SANOFI CHIMIE;nan
1011;428709786;;2017.0;500 à 999 salariés;41.0;nan;nan
1012;428734123;;2017.0;500 à 999 salariés;41.0;FLEXI FRANCE;nan
1013;428757124;AFD.TECH;2017.0;500 à 999 salariés;41.0;nan;nan
1014;428764500;;2017.0;2 000 à 4 999 salariés;51.0;AREVA NP;nan
1015;428764682;;2017.0;500 à 999 salariés;41.0;THERMODYN;nan
1016;428785042;;2017.0;1 000 à 1 999 salariés;42.0;AMAZON FRANCE LOGISTIQUE SAS;nan
1017;428822852;;2017.0;500 à 999 salariés;41.0;nan;nan
1018;428891113;;2017.0;1 000 à 1 999 salariés;42.0;TOTAL PETROCHEMICALS FRANCE;nan
1019;428951057;;2017.0;500 à 999 salariés;41.0;nan;nan
1020;429853351;;2017.0;500 à 999 salariés;41.0;MECACHROME FRANCE;nan
1021;429937519;;2017.0;500 à 999 salariés;41.0;TRANSPORTS PUBLICS DE L'AGGLOMERATION STEPHANOISE;nan
1022;429955297;;2017.0;500 à 999 salariés;41.0;MANPOWER FRANCE;nan
1023;430006643;;2017.0;1 000 à 1 999 salariés;42.0;SNF SAS;nan
1024;432123735;;2017.0;500 à 999 salariés;41.0;ADP GSI FRANCE;nan
1025;432513356;;2017.0;2 000 à 4 999 salariés;51.0;LANCRY PROTECTION SECURITE - LPS;nan
1026;432610426;;2017.0;500 à 999 salariés;41.0;AVANADE FRANCE;nan
1027;432766947;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1028;433213519;;2017.0;500 à 999 salariés;41.0;CLINIQUE ESQUIROL ST HILAIRE;nan
1029;433224847;;2017.0;500 à 999 salariés;41.0;WAVESTONE ADVISORS;nan
1030;433240991;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1031;433250834;;2017.0;500 à 999 salariés;41.0;DEKRA INDUSTRIAL;nan
1032;433313475;;2017.0;500 à 999 salariés;41.0;nan;nan
1033;433623550;;2017.0;500 à 999 salariés;41.0;PFIZER;nan
1034;433736550;BEIJAFLORE;2017.0;500 à 999 salariés;41.0;nan;nan
1035;433891850;;2017.0;500 à 999 salariés;41.0;SOCIETE EDITRICE DU MONDE;305053000
1036;433900834;;2017.0;1 000 à 1 999 salariés;42.0;BOUYGUES BATIMENT ILE DE FRANCE;nan
1037;434130860;;2017.0;500 à 999 salariés;41.0;CENTRAPEL;nan
1038;434317293;;2017.0;500 à 999 salariés;41.0;VENTE- PRIVEE.COM;nan
1039;434651246;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1040;434691192;;2017.0;1 000 à 1 999 salariés;42.0;MILLIPORE;nan
1041;437574452;;2017.0;1 000 à 1 999 salariés;42.0;AMUNDI ASSET MANAGEMENT;nan
1042;437642531;;2017.0;500 à 999 salariés;41.0;nan;nan
1043;437970858;HOPITAL PRIVE MARSEILLE - BEAUREGARD VERT COTEAU;2017.0;500 à 999 salariés;41.0;nan;nan
