siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement
434651246;;2017.0;1 000 à 1 999 salariés;42.0
434691192;;2017.0;1 000 à 1 999 salariés;42.0
437574452;;2017.0;1 000 à 1 999 salariés;42.0
437642531;;2017.0;500 à 999 salariés;41.0
437970858;HOPITAL PRIVE MARSEILLE - BEAUREGARD VERT COTEAU;2017.0;500 à 999 salariés;41.0
438277030;;2017.0;500 à 999 salariés;41.0
438313843;;2017.0;500 à 999 salariés;41.0
438420887;;2017.0;500 à 999 salariés;41.0
438834186;;2017.0;500 à 999 salariés;41.0
439067612;;2017.0;2 000 à 4 999 salariés;51.0
439769654;;2017.0;2 000 à 4 999 salariés;51.0
439975640;;2017.0;500 à 999 salariés;41.0
440048882;;2017.0;2 000 à 4 999 salariés;51.0
440056182;;2017.0;2 000 à 4 999 salariés;51.0
440056463;;2017.0;500 à 999 salariés;41.0
440156081;;2017.0;1 000 à 1 999 salariés;42.0
440198687;;2017.0;500 à 999 salariés;41.0
440233104;;2017.0;500 à 999 salariés;41.0
440242469;;2017.0;1 000 à 1 999 salariés;42.0
440305282;;2017.0;500 à 999 salariés;41.0
440310381;;2017.0;500 à 999 salariés;41.0
440319101;;2017.0;1 000 à 1 999 salariés;42.0
440323426;;2017.0;500 à 999 salariés;41.0
440326692;;2017.0;500 à 999 salariés;41.0
440513059;;2017.0;2 000 à 4 999 salariés;51.0
440536555;;2017.0;500 à 999 salariés;41.0
440546018;;2017.0;1 000 à 1 999 salariés;42.0
440658102;;2017.0;500 à 999 salariés;41.0
440676559;;2017.0;1 000 à 1 999 salariés;42.0
440838597;;2017.0;500 à 999 salariés;41.0
441133808;;2017.0;1 000 à 1 999 salariés;42.0
441330636;;2017.0;500 à 999 salariés;41.0
441921913;GROUPE MGEN;2017.0;500 à 999 salariés;41.0
441921962;;2017.0;500 à 999 salariés;41.0
442528873;;2017.0;500 à 999 salariés;41.0
443021241;;2017.0;500 à 999 salariés;41.0
443061841;;2017.0;500 à 999 salariés;41.0
443089990;;2017.0;500 à 999 salariés;41.0
443146873;;2017.0;500 à 999 salariés;41.0
443177233;;2017.0;500 à 999 salariés;41.0
443577739;;2017.0;1 000 à 1 999 salariés;42.0
443782784;;2017.0;500 à 999 salariés;41.0
443982038;FLEX-N-GATE AUDINCOURT;2017.0;500 à 999 salariés;41.0
444030902;;2017.0;500 à 999 salariés;41.0
444159164;;2017.0;1 000 à 1 999 salariés;42.0
444182687;;2017.0;1 000 à 1 999 salariés;42.0
444212955;;2017.0;1 000 à 1 999 salariés;42.0
444454326;;2017.0;500 à 999 salariés;41.0
444495774;;2017.0;500 à 999 salariés;41.0
444502025;;2017.0;2 000 à 4 999 salariés;51.0
444565659;;2017.0;500 à 999 salariés;41.0
444608442;ENEDIS;2017.0;500 à 999 salariés;41.0
444619258;;2017.0;500 à 999 salariés;41.0
444718563;;2017.0;2 000 à 4 999 salariés;51.0
444786511;;2017.0;500 à 999 salariés;41.0
444953830;;2017.0;500 à 999 salariés;41.0
445043326;;2017.0;500 à 999 salariés;41.0
445088057;;2017.0;1 000 à 1 999 salariés;42.0
445174675;;2017.0;2 000 à 4 999 salariés;51.0
445200488;;2017.0;1 000 à 1 999 salariés;42.0
445331192;;2017.0;1 000 à 1 999 salariés;42.0
447754086;;2017.0;500 à 999 salariés;41.0
447982125;MEMOART FRANCE;2017.0;500 à 999 salariés;41.0
448457978;;2017.0;500 à 999 salariés;41.0
448549758;;2017.0;500 à 999 salariés;41.0
448683789;;2017.0;500 à 999 salariés;41.0
448694133;;2017.0;500 à 999 salariés;41.0
448933325;;2017.0;500 à 999 salariés;41.0
449142348;;2017.0;2 000 à 4 999 salariés;51.0
449990712;;2017.0;1 000 à 1 999 salariés;42.0
450046768;;2017.0;500 à 999 salariés;41.0
450314802;;2017.0;500 à 999 salariés;41.0
450547930;HOPITAL PRIVE OCEANE;2017.0;500 à 999 salariés;41.0
451208292;;2017.0;1 000 à 1 999 salariés;42.0
451221295;;2017.0;500 à 999 salariés;41.0
451321335;;2017.0;1 000 à 1 999 salariés;42.0
451375638;;2017.0;1 000 à 1 999 salariés;42.0
451399729;;2017.0;1 000 à 1 999 salariés;42.0
451678973;;2017.0;500 à 999 salariés;41.0
451751564;;2017.0;500 à 999 salariés;41.0
452013667;;2017.0;500 à 999 salariés;41.0
452791262;;2017.0;500 à 999 salariés;41.0
452807100;L'ATELIER TRAITEUR;2017.0;500 à 999 salariés;41.0
453102717;;2017.0;500 à 999 salariés;41.0
453207243;;2017.0;500 à 999 salariés;41.0
453664393;;2017.0;500 à 999 salariés;41.0
453721052;;2017.0;500 à 999 salariés;41.0
456204940;;2017.0;500 à 999 salariés;41.0
456500537;DALKIA DIRECTION REGIONALE ILE-DE-FRANCE;2017.0;2 000 à 4 999 salariés;51.0
456504851;;2017.0;500 à 999 salariés;41.0
458502838;;2017.0;500 à 999 salariés;41.0
458800349;;2017.0;500 à 999 salariés;41.0
466800059;;2017.0;500 à 999 salariés;41.0
475750337;;2017.0;500 à 999 salariés;41.0
477180186;;2017.0;1 000 à 1 999 salariés;42.0
477181010;;2017.0;500 à 999 salariés;41.0
478834930;CREDIT AGRICOLE NORMANDIE;2017.0;1 000 à 1 999 salariés;42.0
478951080;;2017.0;1 000 à 1 999 salariés;42.0
479048597;;2017.0;500 à 999 salariés;41.0
479162695;;2017.0;500 à 999 salariés;41.0
479464166;;2017.0;1 000 à 1 999 salariés;42.0
479766800;;2017.0;1 000 à 1 999 salariés;42.0
479766842;;2017.0;2 000 à 4 999 salariés;51.0
479918526;;2017.0;500 à 999 salariés;41.0
479927915;;2017.0;1 000 à 1 999 salariés;42.0
479942583;;2017.0;2 000 à 4 999 salariés;51.0
480061928;;2017.0;500 à 999 salariés;41.0
480064906;;2017.0;500 à 999 salariés;41.0
480081306;;2017.0;500 à 999 salariés;41.0
480107911;;2017.0;1 000 à 1 999 salariés;42.0
480266014;;2017.0;500 à 999 salariés;41.0
482404761;DESTIA;2017.0;500 à 999 salariés;41.0
482605771;;2017.0;500 à 999 salariés;41.0
483018370;;2017.0;500 à 999 salariés;41.0
483157434;;2017.0;500 à 999 salariés;41.0
483479168;;2017.0;500 à 999 salariés;41.0
483598603;;2017.0;500 à 999 salariés;41.0
483993226;;2017.0;500 à 999 salariés;41.0
483995189;;2017.0;500 à 999 salariés;41.0
484592522;;2017.0;500 à 999 salariés;41.0
484786249;;2017.0;500 à 999 salariés;41.0
484920194;;2017.0;1 000 à 1 999 salariés;42.0
487469330;;2017.0;500 à 999 salariés;41.0
487625436;;2017.0;1 000 à 1 999 salariés;42.0
487706046;;2017.0;500 à 999 salariés;41.0
488404823;AGAP2 - INGEVA;2017.0;500 à 999 salariés;41.0
488488305;;2017.0;500 à 999 salariés;41.0
488727298;;2017.0;500 à 999 salariés;41.0
489332908;;2017.0;500 à 999 salariés;41.0
489952457;;2017.0;500 à 999 salariés;41.0
490225737;S3M SECURITE;2017.0;1 000 à 1 999 salariés;42.0
490381753;;2017.0;500 à 999 salariés;41.0
490657376;;2017.0;1 000 à 1 999 salariés;42.0
491167839;;2017.0;500 à 999 salariés;41.0
491327375;;2017.0;500 à 999 salariés;41.0
491371167;;2017.0;500 à 999 salariés;41.0
491372702;;2017.0;1 000 à 1 999 salariés;42.0
491668893;;2017.0;500 à 999 salariés;41.0
492787957;;2017.0;500 à 999 salariés;41.0
492791306;;2017.0;500 à 999 salariés;41.0
492826417;;2017.0;1 000 à 1 999 salariés;42.0
493371595;;2017.0;500 à 999 salariés;41.0
493373682;;2017.0;500 à 999 salariés;41.0
493378939;;2017.0;2 000 à 4 999 salariés;51.0
493394662;;2017.0;500 à 999 salariés;41.0
493414403;;2017.0;500 à 999 salariés;41.0
493418545;;2017.0;500 à 999 salariés;41.0
493455042;;2017.0;1 000 à 1 999 salariés;42.0
493466395;;2017.0;500 à 999 salariés;41.0
493466783;;2017.0;500 à 999 salariés;41.0
493689566;A-E-C ENVIRONNEMENT;2017.0;1 000 à 1 999 salariés;42.0
494887631;;2017.0;500 à 999 salariés;41.0
494887854;MARS WRIGLEY CONFECTIONERY FRANCE;2017.0;500 à 999 salariés;41.0
496680018;;2017.0;1 000 à 1 999 salariés;42.0
499198059;HOPITAL ROBERT SCHUMAN;2017.0;500 à 999 salariés;41.0
499379923;;2017.0;500 à 999 salariés;41.0
499529121;;2017.0;500 à 999 salariés;41.0
499686533;;2017.0;500 à 999 salariés;41.0
500539507;;2017.0;500 à 999 salariés;41.0
500569405;;2017.0;500 à 999 salariés;41.0
501018279;;2017.0;500 à 999 salariés;41.0
501106520;;2017.0;500 à 999 salariés;41.0
501537039;;2017.0;500 à 999 salariés;41.0
501620819;;2017.0;2 000 à 4 999 salariés;51.0
501639165;;2017.0;500 à 999 salariés;41.0
501651616;APERAM STAINLESS FRANCE;2017.0;500 à 999 salariés;41.0
501735328;;2017.0;1 000 à 1 999 salariés;42.0
502225022;;2017.0;500 à 999 salariés;41.0
503314767;;2017.0;500 à 999 salariés;41.0
504313032;;2017.0;2 000 à 4 999 salariés;51.0
504599010;;2017.0;500 à 999 salariés;41.0
504941337;;2017.0;1 000 à 1 999 salariés;42.0
506950211;;2017.0;500 à 999 salariés;41.0
508513785;;2017.0;1 000 à 1 999 salariés;42.0
509168480;;2017.0;1 000 à 1 999 salariés;42.0
509553459;;2017.0;500 à 999 salariés;41.0
509678959;;2017.0;500 à 999 salariés;41.0
509760948;;2017.0;1 000 à 1 999 salariés;42.0
509873543;;2017.0;500 à 999 salariés;41.0
510557374;;2017.0;500 à 999 salariés;41.0
511070427;;2017.0;500 à 999 salariés;41.0
511278533;;2017.0;500 à 999 salariés;41.0
511302069;;2017.0;500 à 999 salariés;41.0
512696048;;2017.0;500 à 999 salariés;41.0
513676445;;2017.0;500 à 999 salariés;41.0
513852657;;2017.0;500 à 999 salariés;41.0
514368034;;2017.0;500 à 999 salariés;41.0
515450088;SAFRAN SEATS FRANCE;2017.0;1 000 à 1 999 salariés;42.0
518515416;;2017.0;2 000 à 4 999 salariés;51.0
518515564;;2017.0;1 000 à 1 999 salariés;42.0
518720925;;2017.0;500 à 999 salariés;41.0
519029565;;2017.0;500 à 999 salariés;41.0
519029573;;2017.0;500 à 999 salariés;41.0
519032247;;2017.0;500 à 999 salariés;41.0
519319651;;2017.0;500 à 999 salariés;41.0
519512495;;2017.0;500 à 999 salariés;41.0
519587851;;2017.0;500 à 999 salariés;41.0
519881791;;2017.0;1 000 à 1 999 salariés;42.0
520079252;;2017.0;500 à 999 salariés;41.0
520239716;;2017.0;1 000 à 1 999 salariés;42.0
520283110;;2017.0;500 à 999 salariés;41.0
520451907;;2017.0;1 000 à 1 999 salariés;42.0
520563149;;2017.0;500 à 999 salariés;41.0
520807876;;2017.0;2 000 à 4 999 salariés;51.0
524334943;;2017.0;1 000 à 1 999 salariés;42.0
525031522;;2017.0;500 à 999 salariés;41.0
525105607;;2017.0;500 à 999 salariés;41.0
525721189;;2017.0;1 000 à 1 999 salariés;42.0
527860555;;2017.0;500 à 999 salariés;41.0
527866198;;2017.0;500 à 999 salariés;41.0
528365125;;2017.0;500 à 999 salariés;41.0
528449598;;2017.0;500 à 999 salariés;41.0
529075194;;2017.0;500 à 999 salariés;41.0
529219040;;2017.0;500 à 999 salariés;41.0
529221749;;2017.0;1 000 à 1 999 salariés;42.0
531680445;;2017.0;500 à 999 salariés;41.0
532243599;;2017.0;1 000 à 1 999 salariés;42.0
532254307;;2017.0;500 à 999 salariés;41.0
535318935;;2017.0;1 000 à 1 999 salariés;42.0
537443764;;2017.0;500 à 999 salariés;41.0
537978603;;2017.0;500 à 999 salariés;41.0
538329913;;2017.0;500 à 999 salariés;41.0
538330358;;2017.0;500 à 999 salariés;41.0
538567793;;2017.0;500 à 999 salariés;41.0
538700022;;2017.0;1 000 à 1 999 salariés;42.0
538760125;;2017.0;500 à 999 salariés;41.0
542014428;;2017.0;1 000 à 1 999 salariés;42.0
542016381;;2017.0;500 à 999 salariés;41.0
542016951;;2017.0;1 000 à 1 999 salariés;42.0
542016993;;2017.0;500 à 999 salariés;41.0
542029848;;2017.0;1 000 à 1 999 salariés;42.0
542034921;;2017.0;1 000 à 1 999 salariés;42.0
542041421;;2017.0;500 à 999 salariés;41.0
542042486;;2017.0;1 000 à 1 999 salariés;42.0
542044524;;2017.0;1 000 à 1 999 salariés;42.0
542050315;;2017.0;500 à 999 salariés;41.0
542051180;;2017.0;2 000 à 4 999 salariés;51.0
542052766;;2017.0;1 000 à 1 999 salariés;42.0
542055603;;2017.0;500 à 999 salariés;41.0
542065479;;2017.0;5 000 à 9 999 salariés;52.0
542069158;GLASURIT-RM-SALCOMIX-BASLAC;2017.0;500 à 999 salariés;41.0
542073580;;2017.0;500 à 999 salariés;41.0
542074976;;2017.0;1 000 à 1 999 salariés;42.0
542077755;;2017.0;1 000 à 1 999 salariés;42.0
542078555;;2017.0;500 à 999 salariés;41.0
542086616;;2017.0;500 à 999 salariés;41.0
542088067;LA VACHE QUI RIT - FBSA;2017.0;500 à 999 salariés;41.0
542094750;;2017.0;500 à 999 salariés;41.0
542097522;;2017.0;1 000 à 1 999 salariés;42.0
542097902;;2017.0;2 000 à 4 999 salariés;51.0
542104245;;2017.0;500 à 999 salariés;41.0
542107651;ENGIE;2017.0;1 000 à 1 999 salariés;42.0
542107800;;2017.0;500 à 999 salariés;41.0
542110291;;2017.0;1 000 à 1 999 salariés;42.0
542880125;;2017.0;500 à 999 salariés;41.0
545550378;;2017.0;500 à 999 salariés;41.0
545620114;;2017.0;500 à 999 salariés;41.0
546380197;;2017.0;500 à 999 salariés;41.0
546650367;;2017.0;500 à 999 salariés;41.0
546950379;;2017.0;1 000 à 1 999 salariés;42.0
547350249;;2017.0;500 à 999 salariés;41.0
548202985;;2017.0;500 à 999 salariés;41.0
548500149;;2017.0;500 à 999 salariés;41.0
550801195;;2017.0;500 à 999 salariés;41.0
552002313;;2017.0;1 000 à 1 999 salariés;42.0
552003261;;2017.0;500 à 999 salariés;41.0
552012031;;2017.0;1 000 à 1 999 salariés;42.0
552016628;;2017.0;2 000 à 4 999 salariés;51.0
552016834;;2017.0;1 000 à 1 999 salariés;42.0
552018020;;2017.0;1 000 à 1 999 salariés;42.0
552032534;;2017.0;500 à 999 salariés;41.0
552032708;;2017.0;500 à 999 salariés;41.0
552043754;;2017.0;500 à 999 salariés;41.0
552044992;;2017.0;500 à 999 salariés;41.0
552045999;;2017.0;500 à 999 salariés;41.0
552046484;;2017.0;500 à 999 salariés;41.0
552046955;;2017.0;1 000 à 1 999 salariés;42.0
552048027;;2017.0;2 000 à 4 999 salariés;51.0
552048837;;2017.0;1 000 à 1 999 salariés;42.0
552049447;;2017.0;1 000 à 1 999 salariés;42.0
552059024;;2017.0;500 à 999 salariés;41.0
552062663;;2017.0;500 à 999 salariés;41.0
552065187;PCD;2017.0;1 000 à 1 999 salariés;42.0
552069791;;2017.0;500 à 999 salariés;41.0
552081317;;2017.0;2 000 à 4 999 salariés;51.0
552081739;;2017.0;500 à 999 salariés;41.0
552088536;;2017.0;500 à 999 salariés;41.0
552091795;;2017.0;1 000 à 1 999 salariés;42.0
552108011;;2017.0;2 000 à 4 999 salariés;51.0
552111809;;2017.0;1 000 à 1 999 salariés;42.0
552116329;;2017.0;1 000 à 1 999 salariés;42.0
552117590;;2017.0;500 à 999 salariés;41.0
552118465;CIE IBM FRANCE;2017.0;2 000 à 4 999 salariés;51.0
552119216;;2017.0;1 000 à 1 999 salariés;42.0
552120222;;2017.0;10 000 salariés et plus;53.0
552139677;;2017.0;500 à 999 salariés;41.0
552141533;;2017.0;500 à 999 salariés;41.0
558201075;;2017.0;500 à 999 salariés;41.0
559801675;;2017.0;500 à 999 salariés;41.0
562011742;;2017.0;500 à 999 salariés;41.0
562012427;;2017.0;500 à 999 salariés;41.0
562016774;;2017.0;500 à 999 salariés;41.0
562024422;;2017.0;2 000 à 4 999 salariés;51.0
562033068;JANSSEN;2017.0;500 à 999 salariés;41.0
562037838;;2017.0;500 à 999 salariés;41.0
562038893;;2017.0;500 à 999 salariés;41.0
562060269;;2017.0;500 à 999 salariés;41.0
562061630;;2017.0;500 à 999 salariés;41.0
562063057;;2017.0;500 à 999 salariés;41.0
562077792;;2017.0;500 à 999 salariés;41.0
562082909;;2017.0;500 à 999 salariés;41.0
562091132;;2017.0;500 à 999 salariés;41.0
562107003;;2017.0;500 à 999 salariés;41.0
562113530;;2017.0;500 à 999 salariés;41.0
562123513;;2017.0;500 à 999 salariés;41.0
562136036;;2017.0;1 000 à 1 999 salariés;42.0
562880179;;2017.0;500 à 999 salariés;41.0
562880468;;2017.0;500 à 999 salariés;41.0
563820489;;2017.0;500 à 999 salariés;41.0
568500680;;2017.0;1 000 à 1 999 salariés;42.0
568504161;;2017.0;2 000 à 4 999 salariés;51.0
569200959;;2017.0;500 à 999 salariés;41.0
569500994;;2017.0;500 à 999 salariés;41.0
571722669;;2017.0;500 à 999 salariés;41.0
572002186;;2017.0;1 000 à 1 999 salariés;42.0
572008498;;2017.0;500 à 999 salariés;41.0
572025526;;2017.0;500 à 999 salariés;41.0
572028041;;2017.0;1 000 à 1 999 salariés;42.0
572028660;;2017.0;500 à 999 salariés;41.0
572043800;;2017.0;500 à 999 salariés;41.0
572047751;;2017.0;500 à 999 salariés;41.0
572050169;;2017.0;500 à 999 salariés;41.0
572053833;;2017.0;2 000 à 4 999 salariés;51.0
572059939;;2017.0;500 à 999 salariés;41.0
572062594;;2017.0;2 000 à 4 999 salariés;51.0
572067684;;2017.0;1 000 à 1 999 salariés;42.0
572078905;;2017.0;500 à 999 salariés;41.0
572093128;;2017.0;500 à 999 salariés;41.0
572104891;;2017.0;2 000 à 4 999 salariés;51.0
572174415;;2017.0;500 à 999 salariés;41.0
572185684;EASY CLUB MED, CLUB AQUARIUS, CLUB JUNIOR, CLUB RENAISSANCE, CLUB MED BEAUTY, CLUB MEDITERRANNEE, CL;2017.0;2 000 à 4 999 salariés;51.0
572219913;;2017.0;500 à 999 salariés;41.0
572232650;;2017.0;1 000 à 1 999 salariés;42.0
574201919;;2017.0;500 à 999 salariés;41.0
582008728;VALESTIS;2017.0;500 à 999 salariés;41.0
582022265;;2017.0;500 à 999 salariés;41.0
582056149;;2017.0;500 à 999 salariés;41.0
582106985;;2017.0;500 à 999 salariés;41.0
582142816;;2017.0;500 à 999 salariés;41.0
583720644;;2017.0;500 à 999 salariés;41.0
588505354;;2017.0;500 à 999 salariés;41.0
590800215;;2017.0;1 000 à 1 999 salariés;42.0
592052302;;2017.0;500 à 999 salariés;41.0
592780043;;2017.0;500 à 999 salariés;41.0
599815073;;2017.0;500 à 999 salariés;41.0
601650146;;2017.0;500 à 999 salariés;41.0
602020737;;2017.0;500 à 999 salariés;41.0
602025538;;2017.0;500 à 999 salariés;41.0
602033185;;2017.0;500 à 999 salariés;41.0
602036444;ACCOR;2017.0;500 à 999 salariés;41.0
602052359;;2017.0;500 à 999 salariés;41.0
602060147;;2017.0;500 à 999 salariés;41.0
602062481;;2017.0;2 000 à 4 999 salariés;51.0
605520071;;2017.0;2 000 à 4 999 salariés;51.0
609849153;;2017.0;1 000 à 1 999 salariés;42.0
612030619;;2017.0;500 à 999 salariés;41.0
612034496;;2017.0;500 à 999 salariés;41.0
612035832;;2017.0;500 à 999 salariés;41.0
612039495;;2017.0;2 000 à 4 999 salariés;51.0
622009918;;2017.0;500 à 999 salariés;41.0
622028777;;2017.0;500 à 999 salariés;41.0
622037083;;2017.0;500 à 999 salariés;41.0
622044287;;2017.0;500 à 999 salariés;41.0
622044501;;2017.0;500 à 999 salariés;41.0
625780135;;2017.0;500 à 999 salariés;41.0
630800084;;2017.0;500 à 999 salariés;41.0
632012100;"GARNIER; GEMEY PARIS MAYBELLINE NEW YORK; GARNIER MAYBELLINE";2017.0;1 000 à 1 999 salariés;42.0
632013843;;2017.0;500 à 999 salariés;41.0
632049128;;2017.0;500 à 999 salariés;41.0
632050019;;2017.0;500 à 999 salariés;41.0
632050191;;2017.0;500 à 999 salariés;41.0
639804384;;2017.0;500 à 999 salariés;41.0
642007991;;2017.0;500 à 999 salariés;41.0
642041362;;2017.0;500 à 999 salariés;41.0
642044366;CHEQUE CADHOC-REV&SENS-CHEQUE DOMICILIE-UP-LECHEQUE DEJEUNER;2017.0;500 à 999 salariés;41.0
642058739;;2017.0;500 à 999 salariés;41.0
644800161;;2017.0;500 à 999 salariés;41.0
645680026;;2017.0;500 à 999 salariés;41.0
652011404;;2017.0;500 à 999 salariés;41.0
652031857;;2017.0;500 à 999 salariés;41.0
652044827;;2017.0;500 à 999 salariés;41.0
652044991;;2017.0;500 à 999 salariés;41.0
662032234;;2017.0;1 000 à 1 999 salariés;42.0
662042449;HELLO BANK!;2017.0;2 000 à 4 999 salariés;51.0
662043116;;2017.0;1 000 à 1 999 salariés;42.0
662043595;;2017.0;500 à 999 salariés;41.0
662049287;;2017.0;1 000 à 1 999 salariés;42.0
665580072;;2017.0;500 à 999 salariés;41.0
668502966;;2017.0;1 000 à 1 999 salariés;42.0
672006483;;2017.0;1 000 à 1 999 salariés;42.0
672014081;;2017.0;1 000 à 1 999 salariés;42.0
672024155;;2017.0;1 000 à 1 999 salariés;42.0
673620399;BIOMERIEUX;2017.0;1 000 à 1 999 salariés;42.0
675580542;;2017.0;1 000 à 1 999 salariés;42.0
675980114;;2017.0;1 000 à 1 999 salariés;42.0
676250111;;2017.0;500 à 999 salariés;41.0
679801605;;2017.0;500 à 999 salariés;41.0
682780150;;2017.0;1 000 à 1 999 salariés;42.0
691820385;;2017.0;500 à 999 salariés;41.0
692015217;;2017.0;500 à 999 salariés;41.0
692021470;;2017.0;500 à 999 salariés;41.0
692024722;;2017.0;500 à 999 salariés;41.0
692029457;CA-LEASING FACTORING, EUROFACTOR;2017.0;500 à 999 salariés;41.0
695480244;;2017.0;500 à 999 salariés;41.0
696520410;;2017.0;500 à 999 salariés;41.0
698800935;;2017.0;1 000 à 1 999 salariés;42.0
699201323;;2017.0;500 à 999 salariés;41.0
700200983;;2017.0;500 à 999 salariés;41.0
702002221;;2017.0;1 000 à 1 999 salariés;42.0
702012956;;2017.0;2 000 à 4 999 salariés;51.0
702021114;;2017.0;500 à 999 salariés;41.0
702023433;;2017.0;1 000 à 1 999 salariés;42.0
702034398;;2017.0;1 000 à 1 999 salariés;42.0
702038464;DARPHIN - LABORATOIRES DAROLYS-ARTIVAL;2017.0;500 à 999 salariés;41.0
702042755;;2017.0;2 000 à 4 999 salariés;51.0
705580108;;2017.0;500 à 999 salariés;41.0
706580149;;2017.0;500 à 999 salariés;41.0
709200307;;2017.0;500 à 999 salariés;41.0
709800015;FACILITESS;2017.0;500 à 999 salariés;41.0
709806624;;2017.0;500 à 999 salariés;41.0
712002641;;2017.0;500 à 999 salariés;41.0
712009661;;2017.0;500 à 999 salariés;41.0
712019538;;2017.0;1 000 à 1 999 salariés;42.0
712030154;;2017.0;500 à 999 salariés;41.0
712042456;;2017.0;2 000 à 4 999 salariés;51.0
712052141;;2017.0;1 000 à 1 999 salariés;42.0
712052612;;2017.0;500 à 999 salariés;41.0
713002269;;2017.0;1 000 à 1 999 salariés;42.0
720801497;MILICAL;2017.0;500 à 999 salariés;41.0
722000395;;2017.0;1 000 à 1 999 salariés;42.0
722003464;;2017.0;500 à 999 salariés;41.0
722008232;;2017.0;500 à 999 salariés;41.0
722045879;TECHNICATOME;2017.0;500 à 999 salariés;41.0
722055738;;2017.0;500 à 999 salariés;41.0
722057460;;2017.0;5 000 à 9 999 salariés;52.0
722065638;;2017.0;500 à 999 salariés;41.0
723000642;;2017.0;500 à 999 salariés;41.0
723001467;;2017.0;500 à 999 salariés;41.0
732020805;EPARGNE ACTUELLE;2017.0;500 à 999 salariés;41.0
732075312;ACCENTURE;2017.0;2 000 à 4 999 salariés;51.0
732980479;;2017.0;500 à 999 salariés;41.0
738205269;;2017.0;500 à 999 salariés;41.0
745851303;;2017.0;1 000 à 1 999 salariés;42.0
747252120;;2017.0;500 à 999 salariés;41.0
750775660;;2017.0;500 à 999 salariés;41.0
752610147;;2017.0;500 à 999 salariés;41.0
753108950;;2017.0;1 000 à 1 999 salariés;42.0
753188333;;2017.0;500 à 999 salariés;41.0
753201268;;2017.0;500 à 999 salariés;41.0
755501590;;2017.0;500 à 999 salariés;41.0
755802105;;2017.0;500 à 999 salariés;41.0
758501001;;2017.0;1 000 à 1 999 salariés;42.0
760800060;;2017.0;500 à 999 salariés;41.0
767800121;;2017.0;500 à 999 salariés;41.0
775348501;;2017.0;500 à 999 salariés;41.0
775424914;;2017.0;500 à 999 salariés;41.0
775544562;;2017.0;500 à 999 salariés;41.0
775552003;;2017.0;500 à 999 salariés;41.0
775558489;;2017.0;1 000 à 1 999 salariés;42.0
775567761;;2017.0;500 à 999 salariés;41.0
775569726;;2017.0;500 à 999 salariés;41.0
775577018;;2017.0;1 000 à 1 999 salariés;42.0
775590847;C.A.;2017.0;1 000 à 1 999 salariés;42.0
775591076;;2017.0;500 à 999 salariés;41.0
775591563;;2017.0;1 000 à 1 999 salariés;42.0
775602527;;2017.0;500 à 999 salariés;41.0
775615313;;2017.0;500 à 999 salariés;41.0
775616162;;2017.0;500 à 999 salariés;41.0
775630445;;2017.0;1 000 à 1 999 salariés;42.0
775633308;;2017.0;500 à 999 salariés;41.0
775642069;;2017.0;1 000 à 1 999 salariés;42.0
775657612;;2017.0;500 à 999 salariés;41.0
775658354;;2017.0;500 à 999 salariés;41.0
775661390;;2017.0;500 à 999 salariés;41.0
775661796;;2017.0;500 à 999 salariés;41.0
775662257;SANOFI WINTHROP INDUSTRIE;2017.0;1 000 à 1 999 salariés;42.0
775663438;;2017.0;2 000 à 4 999 salariés;51.0
775664873;;2017.0;500 à 999 salariés;41.0
775665433;;2017.0;500 à 999 salariés;41.0
775665599;;2017.0;1 000 à 1 999 salariés;42.0
775665615;;2017.0;2 000 à 4 999 salariés;51.0
775665631;;2017.0;500 à 999 salariés;41.0
775665912;;2017.0;1 000 à 1 999 salariés;42.0
775670284;HSBC - HSBC PRIVATE BANKING;2017.0;2 000 à 4 999 salariés;51.0
775671258;;2017.0;500 à 999 salariés;41.0
775672272;;2017.0;500 à 999 salariés;41.0
775675739;;2017.0;500 à 999 salariés;41.0
775678980;;2017.0;500 à 999 salariés;41.0
775682990;;2017.0;2 000 à 4 999 salariés;51.0
775684897;;2017.0;2 000 à 4 999 salariés;51.0
775685019;;2017.0;5 000 à 9 999 salariés;52.0
775685340;;2017.0;500 à 999 salariés;41.0
775685399;;2017.0;500 à 999 salariés;41.0
775688229;;2017.0;500 à 999 salariés;41.0
775690621;;2017.0;5 000 à 9 999 salariés;52.0
775694995;;2017.0;500 à 999 salariés;41.0
775700198;;2017.0;1 000 à 1 999 salariés;42.0
775701477;;2017.0;1 000 à 1 999 salariés;42.0
775709702;;2017.0;2 000 à 4 999 salariés;51.0
775715592;;2017.0;500 à 999 salariés;41.0
775718216;;2017.0;500 à 999 salariés;41.0
775722879;;2017.0;500 à 999 salariés;41.0
775726417;;2017.0;2 000 à 4 999 salariés;51.0
775729155;;2017.0;1 000 à 1 999 salariés;42.0
775733835;;2017.0;500 à 999 salariés;41.0
775741101;;2017.0;2 000 à 4 999 salariés;51.0
775761067;;2017.0;500 à 999 salariés;41.0
776056467;;2017.0;500 à 999 salariés;41.0
776179335;;2017.0;500 à 999 salariés;41.0
776221467;;2017.0;1 000 à 1 999 salariés;42.0
776283202;;2017.0;500 à 999 salariés;41.0
776916207;;2017.0;1 000 à 1 999 salariés;42.0
776926370;;2017.0;1 000 à 1 999 salariés;42.0
776938599;;2017.0;500 à 999 salariés;41.0
