project_denomination;page_nb;page_text;rse_label
scaouest;26;"2019 - Déclaration de Performance Extra Financière SCAOuest
26
L’ENGAGEMENT
SOCIETAL";0
scaouest;27;"2019 - Déclaration de Performance Extra Financière SCAOuest
e
SCAOuest.
27
Une politique d’achats responsables
La SCAOuest, en tant qu’outil au service de l’enseigne et des magasins, applique et met en œuvre la politique d’achats responsable E. Leclerc26. C’est le cas des produits de la mer où l’enseigne s’est engagée à arrêter la commercialisation d’espèces menacées, à mettre sous contrôle les pratiques de pêches responsables de ses fournisseurs et à informer le consommateur. E. Leclerc s’est engagé également dès 2004 dans une démarche volontariste et progressive visant à réduire son empreinte forestière. Un plan forêt portant sur 3 secteurs clés en matière d’empreinte forestière (bois, huile de palme et papier) a été élaboré par l’enseigne.
Le «Sourcing responsable» 27 est aussi un engagement de la part de l’enseigne afin de garantir un niveau d’activités avec l’industriel. Notamment avec le GSCP (Global Social Compliance Program) qui vise à améliorer la protection de l’environnement avec 4 champs d’action: la consommation d’eau, les rejets dans l’air, la consommation d’énergie et la production de déchets.
Les sujets traités au sein de la commission Qualité Développement Durable de l’enseigne sont variés: application des règlementations et des lois (Inco, lois Grenelle, transition énergétique...); contrôles d’hygiène; gestion des retraits et des rappels; certification de services AFNOR.
Conscient de son rôle « d’influenceur » en matière de consommation, la SCAOuest accompagne les consommateurs vers une consommation responsable. La SCAOuest, grâce aux Groupes de Travail (GT), incite les magasins et leurs concepts à commander, via le référencement, des produits engagés et respectueux de l’environnement.
26 Source Le Manifeste E.LECLERC pour la planète et Rapport RSE 2018 et Rapport Développement Durable accessibles à l’adresse suivante : https://www.mouvement.leclerc/devenir-leader-du-developpement-durable
de pommes référencées en centrale sont issues de dede
http://lapomme.org/vergers-ecoresponsables
de la gamme dede
http://www.e-leclerc.com/catalogue/la-voix-des-champs
. .
est référencée en es";0
scaouest;28;"2019 - Déclaration de Performance Extra Financière SCAOuest
contrats contratsts
pa partenaires locaux sur la période.
28
Les approvisionnements locaux
https://www.allianceslocales.leclerc/
Maintenir le tissu économique et agricole existant, proposer des produits de proximité, réduire le transport et les impacts carbone liés, tels sont les objectifs réunis sous la bannière « Alliances Locales ». Ces partenariats se traduisent par un engagement direct des magasins auprès des producteurs de leur région, garanti par une charte. Ils rapprochent les consommateurs et les petits producteurs et valorisent la production locale. Les producteurs profitent de débouchés directs et réguliers, sans intermédiaires; les consommateurs découvrent des produits et savoir-faire régionaux, un pas de plus vers une consommation plus responsable.
Depuis 2016, la SCAOuest veille à la bonne application de la démarche nationale. Interface entre la politique d’enseigne et sa mise en œuvre dans les centres E. Leclerc, elle conseille et oriente les magasins pour assurer la cohérence et la sécurisation des contrats, elle assure un regroupement de l’information via une plateforme dédiée. Le coordinateur du département « frais » de la SCAOuest assure ce service support pour les magasins et déploie les préconisations de l’enseigne dans une démarche d’ancrage territorial régional.
Sur le périmètre de la SCAOuest, il y a
Au-delà du dispositif Alliances Locales, la SCAOuest est reconnue pour sa fidélité envers ses fournisseurs et prestataires locaux. Des partenariats de longue date existent dans tous les secteurs (alimentaire, transport, recyclage, travaux…).
En 2018, 18,
référencés par la centrale. (Ce chiffre n’intègre pas les contrats directement signés entre les magasins et leurs partenaires locaux)
a
sont sson";0
scaouest;29;"2019 - Déclaration de Performance Extra Financière SCAOuest
En 2017 : 95 ETP
29
Etre acteur du développement de l’économie locale
En 2018 : 109 ETP dans le transport
Ancrée depuis presque 50 ans sur la commune de Saint-Etienne de Montluc, la SCAOuest a développé un tissu économique durable avec les sous-traitants locaux et s’implique fortement dans la vie associative locale par une mise à disposition de moyens logistiques.
Les partenariats noués avec les entreprises locales pérennisent le bassin d’emploi.
Le rôle de la SCAOuest est également de mettre en œuvre des actions de protection de la population. Dans le cadre d’une de nos activités, le transport, nos chauffeurs sont régulièrement sensibilisés au respect des règles de sécurité routière et nos partenaires de transport reçoivent un guide où il est rappelé les règles sur site et sur la route. Il est prévu une mise à jour de ce guide en incluant les dimensions RSE de la SCAOuest.
La SCAOuest recourt également aux saisonniers plutôt qu’aux intérimaires afin de favoriser l’emploi local et l’emploi étudiant. Ces jeunes sont recrutés souvent plusieurs années de suite et constituent un réel vivier pour l’entreprise.
Emplois directs générés sur le territoire28 (15 communes) 450 emplois en 2018
28 Emplois directs générés sur le territoire – nombre d’embauches de personnels résidents sur le territoire (hors intérim)
428 emplois en 2017
Carte du département de la Loire-Atlantique – 44 En jaune : les 15 communes du territoire SCAOuest";0
scaouest;30;"2019 - Déclaration de Performance Extra Financière SCAOuest
citoyens
30
Veiller au respect des Droits de L’Homme, concurrence loyale,
En matière sociale et conditions du travail, l’enseigne a lancé une politique d’audits sociaux avec notamment la participation à l’initiative internationale BSCI29.
La SCAOuest a intégré dans ses contrats cadre ou dans ses Conventions Qualité et Logistique (CQL) des articles concernant le respect des Droits de L’Homme, la concurrence loyale et le respect des droits de propriété.
De plus, dans le cadre du plan de lutte contre le travail illégal 2016-2018 (PLNTI), la SCAOuest met en œuvre son devoir de vigilance en s’assurant du respect des dispositions légales en vigueur chez les cocontractants et sous traitants (pour les contrats d’une valeur supérieure ou courant d’affaires cumulé supérieur à 5 000€ (conformément à la réglementation)).
Dans le cadre de la loi Sapin II relative à la lutte contre la corruption, la SCAouest a engagé une réflexion sur la mise en place d’un programme de lutte contre la corruption au sein de la coopérative. Cette démarche s’inscrit dans les engagements RSE et éthiques de l’Enseigne, il s’agit également pour nous d’une opportunité de sécurisation du contexte de travail dans un environnement à risque.
La SCAOuest a intégré dans ses contrats cadre ou dans ses Conventions Qualité et Logistique (CQL) les notions de collaboration et garantie du fournisseur concernant ses produits et les modalités de fabrication de ses produits.
Sont également intégrer des articles relatifs à la collecte et à la protection des données. Une démarche également en cours de déploiement au sein de la SCAOuest, un référent RGPD30 a été désigné.
Le service Qualité, qui est en relation étroite avec les entités nationales et les magasins et concept, est un acteur clé dans la gestion des retraits-rappels. Des procédures nationales, internes sont définies. Une procédure de retrait-rappels des produits est aussi incluse dans les CQL.
Un des points essentiels de la protection des consommateurs est le respect de la chaine du froid. Nos salariés (personnels des entrepôts et chauffeurs) sont garants du respect des règles sanitaires. Les partenaires du transport sont sensibilisés grâce à un guide de fonctionnement de la SCAOuest et règles applicables.
La SCAOuest met systématiquement ses ressources logistiques (parking, semi-réfrigérées, matériels à disposition des associations locales pour leurs manifestations annuelles telles que l’Euro-Foot à Vigneux de Bretagne, la fête des Jonquilles par le comité des fêtes, le Rallython, et autres…
29 BSCI : Business Social Compliance Initiative ou « initiative de conformité sociale en entreprise » en français 30 RGPD : Règlement Européen pour la Protection des Données
respect des droits de propriété et lutte contre la corruption
Etre un partenaire de la vie associative et des besoins des
Protéger les consommateurs";0
scaouest;31;"2019 - Déclaration de Performance Extra Financière SCAOuest
31
Lutter contre la précarité alimentaire et le gaspillage alimentaire
La SCAOuest met également en avant d’autres opérations solidaires comme l’opération, «Toutes Pompes Dehors» au profit des enfants malades.
Les produits encore consommables mais non vendables sont donnés à des associations caritatives.
Dons alimentaires
Le service Qualité et Développement Durable de la SCAOuest est également un relais des politiques nationales. Un partenariat national est organisé chaque année (mars) afin d’organiser des collectes auprès des particuliers dans les magasins E.LECLERC.
Impliquer les salariés dans les actions de développement durable
La SCAOuest implique l’ensemble de son personnel dans des actions quotidiennes comme le tri sélectif dans les bureaux ou les dépôts, la diminution de la consommation de papier avec le déploiement de la dématérialisation notamment des factures, la communication présente à chaque point d’eau informant de la présence de réducteurs de débit.
La SCAOuest se soucie du respect du bien- être animal, dans ce cadre elle promeut les engagements liés au bien-être animal qui sont inscrits dans le MANIFESTE E.LECLERC31:
31 Source Le Manifeste E.LECLERC pour la planète et Rapport RSE 2018 et Rapport Développement Durable accessibles à l’adresse suivante : https://www.mouvement.leclerc/devenir-leader-du-developpement-durable
47,16 tonnes données en 2018
pour 3 campagnes de collecte de sang par an.
collecte de vêtements.
Veiller au respect du bien-être animal
27,74 tonnes données en 2017
c
c
convention de partenariat est signée avec
Convention de partenariat est signée avec
Suppression des œufs frais de poules en cage à l’horizon 2020 pour la marque distributeur ; - Suppression de la fourrure animale sur l’offre textile (Tissaia) depuis 2007. -
pour mettre à disposition un point de po";0
scaouest;32;"2019 - Déclaration de Performance Extra Financière SCAOuest
32
Rapport de
l’Organisme Tiers
la déclaration de la performance extra-
Indépendant (OTI) sur
financière";0
scaouest;33;"2019 - Déclaration de Performance Extra Financière SCAOuest
33";0
lvmh;1;"R A P P O R T
D E R E S P O N S A B I L I T É
S O C I A L E 2 0 1 8";0
lvmh;2;Photographie couverture : 13e édition du Défilé Cultures et Création de Montfermeil.;0
lvmh;3;"U N E S T R A T É G I E R S E I N C A R N A N T 6 L E S VA L E U R S E T L E S E N J E U X D U G R O U P E
14 R E S P E C T E R
21 T R A N S M E T T R E
30 A C C O M PA G N E R
37 S ’ E N G A G E R
A N N E X E S 46";0
lvmh;4;"LVMH . R a p p o r t d e r e s p o n s a b i l i t é s o c i a l e 2 0 1 8
Chantal Gaemperle
3
Directeur des Ressources Humaines et Synergies
Respecter, transmettre, accompagner et s’engager représentent les piliers de la responsabilité sociale chez LVMH. Notre démarche répond à des attentes accrues de transparence, d’éthique et d’implication positive dans la société qu’expriment tant nos salariés, nos partenaires, nos clients que plus largement le contexte sociétal. Elle s’appuie sur ce que nous sommes, sur notre position de groupe mondial leader dans son secteur, sur nos valeurs de créativité, d’entrepre- neuriat et d’excellence, et sur la première de nos convictions : ce sont les femmes et les hommes qui font toute la différence.
En plaçant l’humain au centre de nos préoccupations, nous avons construit une démarche de responsabilité sociale qui repose sur la considération et le respect à apporter à chacun, et en premier lieu à nos collaborateurs. Notre engagement s’inscrit dans la durée : mener des actions concrètes pour développer tous les talents, accompagner les collaborateurs, construire des organisations plus inclusives et soutenir les populations défavorisées ou fragilisées.
À titre d’exemple, si les femmes constituent près des trois quarts de l’effectif du Groupe, elles ne représentaient encore en 2007 que 23 % des équipes dirigeantes. En dix ans, animés par une volonté forte d’égalité des opportunités, nous avons fait passer ce taux à 42 % et nous nous sommes donné pour objectif d’atteindre 50 % en 2020. Dans la société, les femmes sont aussi les premières victimes de la pauvreté, les premières concernées par la monoparentalité. En 2018, nous avons accueilli à nouveau près de 6 000 personnes au Jardin d’Acclimatation à Paris, des femmes et des enfants issus de familles monoparentales, pour une journée dédiée au soutien professionnel et social, et aux loisirs. Cette journée s’inscrivait dans le cadre du programme LVMH Job coaching que le Groupe déploie avec ses Maisons tout au long de l’année pour soutenir les personnes en difficulté face à l’emploi.
C’est ainsi que nous construisons et concevons notre approche : en œuvrant à plus d’équité pour chacun et en contribuant à la cohésion sociale. Ce rapport vous permettra de découvrir notre politique et les nombreuses actions que nous avons menées tout au long de l’année 2018 ainsi que leurs résultats.";0
lvmh;5;"U N E A N N É E
Février 2018 Le Groupe LVMH lance le site wecare- formodels.com dans la continuité de la Charte sur les conditions de travail et le bien-être des mannequins de 2017.
Avril 2018 Le Groupe LVMH annonce la mise en place de la Maison des Startups, un programme d’accélération au sein de STATION F, pour accueillir chaque année 50 start-up internationales.
D ’ E N G A G E M E N T S D E LV M H
E T D E S E S M A I S O N S
Janvier 2018 Lors de la troisième édition du Village IME LVMH en Seine-Saint-Denis, les métiers d’excellence viennent à la rencontre des demandeurs d’emploi et des élèves.
Mars 2018 À l’initiative du président de la République et de la secrétaire d’État chargée de l’Égalité entre les femmes et les hommes et de la lutte contre les discriminations, LVMH s’engage dans la task force « égalité professionnelle » du Forum économique mondial de Davos.
Mars 2018 Pour la troisième année consécutive, le Groupe LVMH est l’employeur le plus attractif en France dans le classement LinkedIn Top Companies.
Mai 2018 Bernard Arnault remet le deuxième LVMH Innovation Award, prix qui distingue une start-up dans le cadre du Salon Viva Technology.
4";0
lvmh;6;"Juin 2018 Le Prix LVMH pour les Jeunes Créateurs de Mode 2018 est remis à Masayuki Ino par Emma Stone et Jaden Smith, le 6 juin.
Octobre 2018 Les Journées Particulières LVMH per- mettent à 180 000 visiteurs de découvrir 77 lieux d’exception dans nos Maisons, situés dans 14 pays et sur 5 continents.
Juin 2018 LVMH organise la quatrième édition de son initiative d’Open Innovation et d’intrapreneuriat, DARE, en Chine.
Octobre 2018 L’Institut des Métiers d’Excellence LVMH célèbre sa cinquième rentrée en France et en Suisse, et sa deuxième rentrée en Italie.
Juillet 2018 Anne-Solène Rives, lauréate du Prix RSE Jeune Talent LVMH présente ses créations au Greenshowroom pendant la Fashion Week de Berlin.
Décembre 2018 Le Dîner des Maisons engagées LVMH réunit les Maisons du Groupe engagées dans le soutien à la lutte contre la drépa- nocytose, au Palais Brongniart.
5";0
lvmh;7;"U N E S T R AT É G I E R S E
I N C A R N A N T L E S VA L E U R S E T L E S E N J E U X D U G R O U P E
LE GROUPE LVMH FONDE SA POSITION DE LEADER SUR UN PATRIMOINE UNIQUE CONSTITUÉ DE 70 MAISONS D’EXCEPTION RÉPARTIES DANS 6 SECTEURS D’ACTIVITÉ. CHACUNE D’ENTRE ELLES CRÉE DES PRODUITS PORTEURS D’UN SAVOIR-FAIRE ET D’UN HÉRITAGE SINGULIERS, TOUT EN PARTAGEANT DES VALEURS COMMUNES,
GARANTES DE LA PÉRENNITÉ DU GROUPE.
majeurs : Vins & Spiritueux, Mode & Maroquinerie, Parfums & Cosmétiques, Montres & Joaillerie et Distribution sélective. Le Groupe LVMH a pour vocation d’assurer le développement, avec une vision long terme, de chacune de ses Maisons dans le respect de leur identité et de leur autonomie en mettant à disposition toutes les ressources nécessaires à la création, à la fabrication et à la distribution sélective de leurs produits et services.
L’ E S P R I T LV M H
Fusion de Louis Vuitton et de Moët Hennessy, le Groupe LVMH a été créé en 1987. C’est en 1989 que Bernard Arnault en devient l’actionnaire majoritaire et le Président-directeur général avec une vision claire : faire de LVMH le leader mondial du luxe. Aujourd’hui, le Groupe LVMH compte 70 Maisons. Il est le seul acteur du luxe présent simultanément dans cinq secteurs
Louis Vuitton Malletier.
6";0
lvmh;8;"N O S S E C T E U R S D ’A C T I V I T É
EFFECTIF PAR ACTIVITÉ (en %) Autres activités 3 %
sélective 37 %
Montres & Joaillerie 6 %
Vins & Spiritueux
Distribution
Montres & Joaillerie
Distribution sélective
Autres activités
Vins & Spiritueux 5 %
Mode & Maroquinerie 31 %
Parfums & Cosmétiques 18 %
Symboles d’excellence et d’authenticité, nos Maisons
Acteur mondial majeur dans le parfum, le maquillage et le soin, le pôle Parfums & Cosmétiques regroupe
Activité la plus récemment mise en place, le secteur des Montres & Joaillerie rassemble des Maisons de premier plan aux positionnements complémentaires.
Parce que chaque client est unique, les enseignes de Distribution sélective du Groupe offrent à chacun une expérience d’achat à la hauteur de ses aspirations.
LVMH fédère autour de ce pôle d’activités des Maisons qui, toutes, partagent une quête d’excellence, une passion pour la culture et l’art de vivre, pour une expérience client unique.
de Vins & Spiritueux constituent un ensemble sans équivalent dans le monde.
Mode & Maroquinerie Maisons à l’héritage unique et jeunes marques en devenir composent ce pôle d’exception. Chacune de leurs créations se fait objet de désir, toujours empreint d’intemporalité.
Parfums & Cosmétiques
de grandes Maisons historiques et des jeunes marques à fort potentiel.
7";0
lvmh;9;"D E S VA L E U R S PA R T A G É E S
Trois valeurs fondamentales sont les piliers de notre perfor- mance et de notre pérennité. Partagées par tous, elles guident les actions de nos collaborateurs avec cette conviction forte que ce sont nos talents qui sont au cœur de notre réussite.
Être créatifs et innovants La créativité et l’innovation sont inscrites dans les gènes de LVMH et ont, au fil du temps, assuré le succès des Maisons et assis leur légitimité. Ce tandem créativité-innovation est au cœur d’une délicate équation : renouveler l’offre proposée par les Maisons et être résolument tournés vers l’avenir, tout en s’inscrivant dans le respect de leur patrimoine.
Offrir l’excellence Au sein du Groupe, aucun compromis n’est possible sur la qualité. Parce que les Maisons incarnent l’univers de l’artisanat en ce qu’il a de plus noble et de plus abouti, une attention minutieuse est portée aux détails et à la perfection : du produit au service, c’est dans cette quête d’excellence que le Groupe cultive sa différence.
Cultiver l’esprit d’entreprise Agile, l’organisation décentralisée du Groupe favorise l’efficacité et la réactivité. Elle stimule les initiatives individuelles en confiant des responsabilités importantes à chacun. L’esprit d’entreprise promu par le Groupe facilite la prise de risque et encourage la persévérance ; il nécessite un esprit pragmatique et une capacité à mobiliser des équipes en les entraînant vers des objectifs ambitieux.
2003
Pacte mondial des Nations unies
Codes et chartes internes de LVMH. NB : pour les engagements relatifs à l’environnement, se reporter au Rapport environnement 2018 de LVMH.
D E S VA L E U R S A U X E N G A G E M E N T S
LVMH veille à ce que ses activités soient menées dans le respect des droits des personnes et encourage l’amélioration continue des conditions sociales, sociétales et sanitaires, qui constituent des facteurs essentiels de développement et de protection des droits des personnes. LVMH s’engage à faire preuve de vigilance pour identifier les impacts négatifs potentiels, directs ou indirects, de son activité sur la société afin de les prévenir et, le cas échéant, d’y remédier. En cohérence avec ses valeurs, LVMH rejoint ainsi un certain nombre d’initiatives internationales et nationales majeures. Dès 2003, le Groupe LVMH a manifesté son attachement aux valeurs universelles en adhérant au Pacte mondial des Nations unies, reflétant ainsi son implication en matière de responsabi- lité sociale de l’entreprise. Il s’engage à aligner sa stratégie et ses opérations sur les 10 principes du pacte, relatifs aux droits de l’homme, aux normes du travail, à l’environnement et à la lutte contre la corruption. LVMH soutient également la Déclaration universelle des droits de l’homme, les Principes directeurs de l’Organisation de coopéra- tion et de développement économiques (OCDE), les conventions fondamentales de l’Organisation internationale du travail, les principes d’autonomisation des femmes des Nations unies ainsi que la Charte de la diversité. La stratégie de responsabilité sociale du Groupe contribue également à l’atteinte des 17 objectifs de développement durable (ODD) des Nations unies.
2007
Code de Conduite LVMH
Code de Conduite Recrutement
2009
Charte de l’insertion professionnelle des personnes handicapées
Code
2008
de Conduite Fournisseurs
2005
Charte de l’apprentissage
Charte d’engagement des entreprises au service de l’égalité des chances dans l’éducation
2006
Engagements publics signés par LVMH.
Objectifs du millénaire
Charte de la diversité
8";0
lvmh;10;"L E C O D E D E C O N D U I T E LV M H
Le Code de Conduite LVMH, adopté en 2009 et révisé en 2017, constitue le socle éthique commun du Groupe et de ses Maisons. Rappelant l’ensemble des principes que le Groupe doit mettre en œuvre dans la conduite de ses activités, il énonce les règles que chaque collaborateur doit suivre dans l’exercice de ses fonctions et de ses responsabilités, mettant en particulier l’accent sur l’intégrité exigée de tous. Le Code garantit la cohérence et l’amélioration continue des pratiques dans l’ensemble des Maisons autour de six grands principes : – Agir de manière responsable et solidaire. – Offrir un environnement de travail épanouissant et valoriser les talents. – S’engager pour la préservation de l’environnement. – Mériter la confiance des clients. – Mériter la confiance des actionnaires. – Concrétiser et promouvoir l’intégrité dans la conduite des activités. Ce Code de Conduite ne remplace pas les codes et chartes existant au sein des Maisons mais leur sert de base commune et de source d’inspiration. Le cas échéant, les principes du Code peuvent être précisés par chaque Maison en fonction de son secteur d’activité ou de son implantation géographique. En outre, des codes ou chartes d’application locale peuvent être déployés lorsque cela s’avère pertinent au regard des législations et des réglementations locales. Au niveau du Groupe, le Code de Conduite est complété de déclinaisons spécifiques : le Code de Conduite Fournisseurs, également révisé fin 2017, et le Code de Conduite Recrutement, adopté en 2009.
L’activité Montres & Joaillerie devient membre du Responsible Jewellery Council (RJC)
Déclaration d’engagement « Davantage de femmes dans les CA, une promesse pour l’Europe »
Révision : Code de Conduite LVMH
2017
Code de Conduite Fournisseurs
Charte sur les relations de travail et le bien-être des mannequins
2011
2013
2015
Objectifs du Développement Durable des Nations unies (ODD)
9
2018
Charte #StOpE contre le sexisme
Participation à la task force sur l’égalité femmes/ hommes lancée par le Forum économique mondial de Davos
Signature de la charte des Nations unies Women’s Empowerment Principles";0
lvmh;11;"Tout au long de l’année, LVMH entretient et développe le dialogue et les échanges avec ses parties prenantes. Le Groupe répond à leurs interrogations et leur apporte différentes informations liées notamment aux pratiques sociales et sociétales découlant de ses activités. Ces interactions diffèrent en fonction des enjeux du Groupe, des secteurs d’activité, des Maisons, voire de chaque zone géographique. Le Groupe a par ailleurs formalisé des partenariats, assortis d’engagements spécifiques, qui constituent d’autres modalités de relation avec des parties prenantes externes : – Démarche RSE globale : LVMH est membre de l’Observatoire de la responsabilité sociétale des entreprises (ORSE). – Non-discrimination : LVMH est membre de l’Association fran- çaise des managers de la diversité (AFMD) depuis 2013, siège à son conseil d’administration depuis 2014 et à son bureau depuis 2015. – Handicap : Christian Dior Couture, Hennessy et Parfums Christian Dior ont signé un accord sur l’emploi des travailleurs handicapés et Sephora a signé une convention avec l’Association de gestion du fonds pour l’insertion des personnes handicapées (Agefiph) ; LVMH a cofondé l’association Accompagner la réalisation des projets d’études de jeunes élèves et étudiants handicapés (Arpejeh) en 2008 et siège à son conseil d’administration ; LVMH a lancé le programme EXCELLhanCE (en partenariat avec l’Agefiph, Pôle emploi et Opcalia), dans lequel sont engagés Berluti, Fred, Givenchy, Guerlain, Le Bon Marché, Louis Vuitton et Sephora. – Relations fournisseurs : LVMH est adhérent de Supplier Ethical Data Exchange (Sedex) et d’EcoVadis pour le secteur Parfums & Cosmétiques. – Compétences et savoir-faire : pour l’ensemble des partenariats avec les écoles et établissements d’enseignement spécialisés, se reporter au chapitre « Transmettre » (p. 21-29). – Insertion professionnelle, aide aux populations, recherche médicale : pour les partenariats spécifiques à ces engagements, se reporter au chapitre « S’engager » (p. 37-45).
L’ I N T É G R A T I O N D E S E N J E U X S O C I A U X E T S O C I É T A U X
Le Groupe observe et prend en compte les tendances et les évolutions de la société, analyse les risques et les enjeux liés à ces évolutions et échange avec ses parties prenantes. L’exercice de cartographie des risques mené au niveau du Groupe et de chacune des Maisons a permis d’enrichir la réflexion stratégique en précisant notamment les facteurs de risque liés aux pays d’implantation et aux activités sur les sujets suivants : salaires et temps de travail, discrimination sur le lieu de travail, liberté d’association et syndicale.
La déclaration de performance extra-financière (DPEF) du Groupe LVMH (se reporter au rapport de gestion du Document de référence 2018) récapitule les risques retenus comme « principaux » par les représentants de différentes fonctions centrales et par la Direction générale. Dans le cadre de la DPEF, trois principaux risques sociaux ont été identifiés : – La perte des savoir-faire et des compétences clés, et la difficulté à recruter les talents. – L’atteinte à la santé et à la sécurité des collaborateurs et des tiers. – Les pratiques discriminatoires dans le cadre professionnel. En outre, au titre du suivi des tendances sociales et sociétales pour chacun de ses groupes d’activités, LVMH considère comme un enjeu majeur la marginalisation des populations fragiles.
La démarche sociale et sociétale du Groupe s’inscrit pleinement dans la mise en œuvre de la loi du 27 mars 2017 relative au devoir de vigilance. Le Document de référence 2018 de LVMH récapitule les informations constitutives du plan de vigilance du Groupe, notamment pour les « droits humains et libertés fon- damentales » et « la santé et la sécurité des personnes ».
10";0
lvmh;12;"Interaction régulière
Relations et dialogue social avec les organisations représentatives du personnel : Comité commun des sociétés européennes, Comité de Groupe et comités d’entreprise (CE). Comités d’hygiène, de sécurité et des conditions de travail (CHSCT). Réseaux spécifiques de collaborateurs (par exemple EllesVMH).
Relations découlant des multiples interfaces des Maisons au regard des réglementations internationales, nationales et locales de tous ordres. Relations avec les régulateurs (Autorité des marchés financiers…). Déclarations diverses aux administrations (maladies et accidents du travail, impôt, fiscalité…).
Assemblée générale et Club des actionnaires. En liaison avec la Direction de la Communication financière : – Participation à des road shows (analystes financiers et extra-financiers). – Réponse aux questionnaires environnement, social et gouvernance (ESG) des agences de notation.
Suivi de la relation client. Relations avec les fournisseurs, sous-traitants et partenaires commerciaux. Commissaires aux comptes et auditeurs externes. Organismes certificateurs. Adhésion à des réseaux d’experts et académiques. Adhésion à des fédérations professionnelles et de place (patronales, métiers…).
Organisations non gouvernementales (ONG), fondations, associations d’intérêt général. Associations de consommateurs. Médias.
Interaction ponctuelle
Accords d’entreprise portant sur des thématiques spécifiques. Enquêtes de satisfaction et mesure de l’engagement des collaborateurs.
Signature de chartes d’engagement (diversité, apprentissage…). Expérimentation de bonnes pratiques. Participation à des projets maillant les différents acteurs d’un territoire.
Demandes ponctuelles d’investisseurs, de gestionnaires d’actifs et d’organismes d’évaluation (en liaison avec la Direction de la Communication financière). Participation à des conférences, groupes de travail et débats publics.
Traitement des réclamations des clients. Questionnaires et audits de fournisseurs et sous-traitants.
Campagnes ponctuelles ou thématiques d’ONG et d’associations de consommateurs. Relations avec les associations de riverains en fonction des projets d’implantation.
Parties prenantes internes
États, institutions multilatérales, administrations, collectivités territoriales et autorités de contrôle
Investisseurs, actionnaires et organismes d’évaluation extra-financière
Parties prenantes externes contractuelles
Parties prenantes externes non contractuelles
11";0
lvmh;13;"Ces quatre axes prioritaires sont : – Respecter : prévenir les discriminations et respecter les singularités. – Transmettre : développer les talents et préserver les savoir-faire. – Accompagner : améliorer la qualité de vie au travail. – S’engager : valoriser les territoires et s’impliquer auprès des communautés. Par ailleurs, les Maisons répondent par leur patrimoine et leur action en matière de responsabilité sociale, à la quête de sens des clients.
L E S 4 P I L I E R S D E L A R S E
À partir de l’intégration de ses enjeux sociaux et sociétaux et de ses intéractions avec ses parties prenantes, LVMH a construit une politique de responsabilité sociale qui lui permet de faire vivre ses valeurs. Elle déploie celle-ci avec l’aide de ses Maisons. Des axes communs à toutes les Maisons précisent leur cadre d’action global tout en leur laissant la possibilité d’identifier d’autres enjeux spécifiques à leurs métiers et leur environnement, et d’adapter leurs propres plans d’action.
Respecter (Prévention des discriminations, respect des singularités)
Transmettre (Talents et savoir-faire)
Accompagner (Qualité de vie)
S’engager (Territoires et communautés)
Données Groupe monde (sauf indication contraire).
73 % de femmes dans les effectifs totaux du Groupe. 42 % des postes clés du Groupe occupés par des femmes. Objectif « 50/50 by 2020 » pour atteindre la parité à ces postes. 41 Maisons ont signé la charte mondiale des Nations unies sur les « Principes d’autonomisation des femmes ». 13,3 % de salariés âgés de 50 ans et plus. 32,6 % de salariés de moins de 30 ans. 1,1 % de salariés en situation de handicap. (4,4 % en France, addition du taux d’emploi direct et indirect). + 17 % d’achats auprès du secteur protégé et adapté en France.
156 088 collaborateurs. 40 614 recrutements en CDI. 8 527 emplois créés en CDI. + 7,8 % investis dans la formation. 58,9 % de salariés bénéficiaires d’une formation. 56 % des postes de managers pourvus par mobilité interne. 1 443 jeunes en contrats d’apprentissage ou de professionnalisation à fin 2018 en France. 500 apprentis formés à l’Institut des Métiers d’Excellence LVMH depuis 2014.
+ 24,6 % investis dans l’amélioration des conditions de travail. + 27,4 % de salariés formés à la sécurité. 4,9 % de taux d’absentéisme. 13 % de l’effectif concerné par des horaires variables ou aménagés. 107 accords d’entreprise en France.
130 M€ investis en R&D. 180 000 visiteurs lors des Journées Particulières 2018. 89 postes de travail disponibles dans la Maison des Startups LVMH ouverte à STATION F en France. 588 stagiaires de 3e accueillis. dont 149 stagiaires de 3e issus d’établissements classés REP. 4 500 actions de tutorat et de parrainage. Un soutien constant à des organisations venant en aide à des populations fragilisées et en détresse.
12";0
