project_denomination;paragraph_id;page_nb;paragraph;x_group;y_min_paragraph;y_max_paragraph
auchanholding;475;129;(1) De par une erreur de renseignement du nombre d’accidents du travail et du nombre de jours d’arrêt de travail, une correction des données 2017 a été apportée. Voir la partie Méthodologie pour plus d’informations.;0;43;61
auchanholding;476;129;>;1;739;749
auchanholding;477;129;"TOTAL Europe de l’Ouest.
";1;508;546
auchanholding;478;129;Pour accidents, les accidents entraînant un arrêt de travail d’un jour l’autre et calendaire ou plus (le jour de l’accident n’étant pas pris en compte).;1;435;465
auchanholding;479;129;En Roumanie, le taux de fréquence des accidents du travail passe de 1,25 point à 2,58, essentiellement en raison de la création du 8 magasins et des collaborateurs de fait moins expérimentés.;1;391;431
auchanholding;480;129;Malgré cette augmentation, on observe que le taux de gravité des accidents en Roumanie diminue de 0,18 point, arrivant à 0,05 essentiellement dans les hypermarchés grâce à des actions d’entretien des outils de travail et l’achat d’équipements de sécurité supplémentaires pour les collaborateurs.;1;337;387
auchanholding;481;129;"TOTAL Europe de l’Ouest.
";1;173;211
auchanholding;482;130;"DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE Collaborateurs6.
 Le taux d’absentéisme correspond à l’ensemble des heures.
 non travaillées par les salariés pour cause de maladie uniquement. En Hongrie, le taux d’absentéisme a baissé de 11 % en 1 an, grâce à la mise en place d’actions de prévention en matière de santé (mesure du stress cardiaque, examens ophtalmiques, tests de capacité pulmonaire, conseils diététiques ou d’hygiène de vie ou encore prise de sang annuelle).";0;669;813
auchanholding;483;130;FAIRE DE LA DIVERSITÉ UNE RICHESSE D’ENTREPRISE;0;627;653
auchanholding;484;130;Les besoins quotidiens de millions de clients sur 3 continents sont multiples et variés. Auchan Holding s’appuie donc sur ses collaborateurs dont la diversité, reflet des populations locales, est un atout nécessaire à la bonne appréhension de ces mêmes besoins. Pour répondre aussi bien aux attentes de ses parties prenantes qu’à ses obligations légales, les 3 entreprises d’Auchan Holding s’attachent à la promotion de la diversité ainsi qu’à l’égalité des femmes et des hommes. Plusieurs centaines de métiers différents, pour la plupart accessibles sans condition d’expérience ou de diplôme, sont proposés chaque jour sur le marché de l’emploi. Pour faire tomber les idées reçues, des formations et sensibilisations sont par ailleurs dispensées au plus grand nombre.;0;487;617
auchanholding;485;130;DOSSIER Favoriser l’insertion des personnes en situation de handicap;0;443;479
auchanholding;486;130;TAUX DE SALARIÉS EN SITUATION DE HANDICAP PAR ZONE GÉOGRAPHIQUE AU 30 SEPTEMBRE 2018;0;418;436
auchanholding;487;130;2,1 %;0;314;326
auchanholding;488;130;0,0 %;0;264;276
auchanholding;489;130;"Asie Europe.
 Afrique";0;229;257
auchanholding;490;130;En septembre 2018, 11 676 collaborateurs étaient reconnus en situation de handicap. Ils représentent 3,3 % des effectifs totaux.;0;154;184
auchanholding;491;130;indicateur s’obtient en Cet collaborateurs en situation de handicap au 30 septembre 2018 sur l’effectif total des entreprises rattachées à Auchan Holding au 30 septembre 2018. L’absence de comparaison par rapport à l’année précédente s’explique par un changement de période de remontée des données.;0;90;149
auchanholding;492;130;"Rapport financier 2018 I 128.
";0;21;30
auchanholding;493;130;Afin de faciliter l’insertion de nouveaux collaborateurs en situation de handicap, des engagements ont été pris en termes d’aménagements de poste de travail (rampe d’accès, affichage en braille, sièges adaptés, etc.) ou d’horaires, de formation des leur accueil, de sensibilisation de tous managers à collaborateurs à l’acceptation de l’autre avec ses différences et aux postures à adopter dans certaines situations spécifiques.;2;679;749
auchanholding;494;130;À l’instar d’Auchan Retail Espagne et de Ceetrus France, certaines entreprises s’associent avec des partenaires sociaux et signent des accords institutionnels afin de structurer leurs politiques d’intégration. D’autres accords passés au local permettent de proposer des postes à des personnes en situation de handicap et en recherche d’emploi. C’est le cas notamment des hypermarchés portugais qui, dans un souci d’intégration optimale des personnes en situation de handicap, ont noué un partenariat avec le Centre d’Emploi (organisme supervisé par la Sécurité sociale).;2;575;674
auchanholding;495;130;Par ailleurs, dans une grande majorité de ces pays d’implantation, Auchan Retail recourt à des sociétés de sous-traitance du secteur adapté et protégé, pour des prestations telles que : l’entretien et le nettoyage d’espaces verts, la réparation de caddies ou encore la vente de produits conçus par des personnes en situation de handicap et en voie d’insertion professionnelle.;2;500;570
auchanholding;496;130;Dans certains sites commerciaux, pour que les clients soient davantage sensibilisés au handicap de certains collaborateurs, la présence d’hôtes et hôtesses de caisse sourds ou malentendants est signalée par un balisage pédagogique spécifique, disposé sur le devant des lignes de caisse. Dans certains pays d’implantation d’Auchan Retail comme la Hongrie ou la Pologne, des formations à la langue des signes sont proposées à l’ensemble des collaborateurs. Depuis 2000, Auchan Retail Espagne travaille en collaboration avec la Fondation ONCE, que ce soit pour recruter des personnes en situation de handicap sur des postes à responsabilité tels que managers de rayons ou responsables de marché mais également sur des postes sans qualification particulière.;2;366;496
auchanholding;497;130;Chez Auchan Retail Ukraine, un engagement fort a été pris au regard de l’insertion professionnelle des personnes en situation de handicap et ce, depuis l’ouverture de la filiale pays. Alors que la loi ukrainienne impose un taux d’insertion de 4 %, l’entreprise présente un taux supérieur à 6 %. À l’occasion de la remise des prix Partnership for sustainability Awards 2018, organisés par le Global Compact des Nation Unies en Ukraine, Auchan Retail Ukraine a été distingué pour sa collaboration auprès de l’association Down Syndrom. Initié par une première subvention via la Fondation Auchan pour la Jeunesse en 2012, ce partenariat s’est particulièrement illustré par un projet d’insertion professionnelle de jeunes porteurs de trisomie ayant débuté en 2017. Au-delà des embauches concrétisées dans 3 hypermarchés de Kiev, ce sont pas moins de 500 collaborateurs qui ont été directement impliqués dans le projet via des sessions de sensibilisation ou de formation.;2;202;362
auchanholding;498;130;Par ailleurs, les collaborateurs non ou mal-entendants sont accompagnés dans leurs parcours d’intégration par des formateurs spécialisés. Un dispositif récemment complété par l’intégration en magasin d’un logiciel spécialisé pour traduction en langue des signes des différents échanges courants du quotidien, aussi bien avec les clients qu’avec les autres collaborateurs.;2;128;197
auchanholding;499;130;Une initiative récompensée dans la catégorie « réduction des inégalités » à l’occasion du concours national ukrainien des meilleurs projets RSE, organisé le 18 décembre 2018.;2;93;123
auchanholding;500;130;les;3;699;709
auchanholding;501;130;5,0 %;1;380;392
auchanholding;502;130;3,3 % 2,9 %;1;331;354
auchanholding;503;130;"TOTAL Europe centrale.
 et de l’Est.
 de l’Ouest";1;220;258
auchanholding;504;130;le nombre de rapportant;1;140;149
auchanholding;505;131;DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE;2;804;813
auchanholding;506;131;RÉPARTITION DES EFFECTIFS FEMMES/HOMMES PAR ZONE GÉOGRAPHIQUE, AU 30 SEPTEMBRE 2018;2;730;749
auchanholding;507;131;64,6 %;2;693;704
auchanholding;508;131;TOTAL;2;678;688
auchanholding;509;131;"57,1 % Europe.
 de l’Ouest";2;640;670
auchanholding;510;131;"72,5 % Europe.
 centrale et de l’Est 66,9 %.
 Asie.
";2;581;638
auchanholding;511;131;"28,8 % 71,3 % Afrique.
";2;548;574
auchanholding;512;131;% Femmes;2;515;525
auchanholding;513;131;RÉPARTITION DES EFFECTIFS FEMMES/HOMMES PARMI LES MANAGERS (4) PAR ZONE GÉOGRAPHIQUE, AU 30 SEPTEMBRE 2018;2;406;434
auchanholding;514;131;48,7 %;2;372;384
auchanholding;515;131;TOTAL;2;357;367
auchanholding;516;131;"39,7 % Europe.
 de l’Ouest";2;319;349
auchanholding;517;131;"62,7 % Europe.
 centrale et de l’Est 48,5 %.
 Asie.
";2;260;317
auchanholding;518;131;"33,6 % 66,4 % Afrique.
";2;228;253
auchanholding;519;131;% Femmes;2;194;204
auchanholding;520;131;Rapport financier 2018 I;2;22;30
auchanholding;521;131;Collaborateurs;3;795;803
auchanholding;522;131;35,4 %;3;693;704
auchanholding;523;131;42,9 %;3;659;671
auchanholding;524;131;27,5 %;3;626;638
auchanholding;525;131;33,1 %;3;593;605
auchanholding;526;131;% Hommes;3;515;525
auchanholding;527;131;51,3 %;3;372;384
auchanholding;528;131;60,4 %;3;337;349
auchanholding;529;131;37,3 %;3;307;318
auchanholding;530;131;51,5 %;3;272;284
auchanholding;531;131;% Hommes;3;194;204
auchanholding;532;131;129;3;21;37
auchanholding;533;131;>;1;739;749
auchanholding;534;131;titre professionnel d’employé;1;615;624
auchanholding;535;131;l’obligation d’emploi, visant les métiers d’artisan :;1;570;590
auchanholding;536;131;La répartition entre femmes et hommes reste stable par rapport à 2017 (64,5 % de femmes et 35,5 % d’hommes).;1;471;491
auchanholding;537;131;La zone Europe centrale et de l'Est se démarque avec un effectif féminin comptant pour 72,5 % de l’effectif.;1;447;466
auchanholding;538;131;leurs;1;332;342
auchanholding;539;131;En France, les partenaires sociaux d’Auchan Retail sont signataires d’un accord d’entreprise en faveur de l’emploi des personnes en situation de handicap portant sur : le maintien dans l’emploi, la sensibilisation, le recrutement et l’atteinte du taux légal pour chaque établissement. Les hypermarchés d’Auchan Retail France emploient 3 998 collaborateurs en situation de handicap, soit 7,51 % de leur effectif. Depuis 2015, l’entité a mis en place une convention « alternance et handicap » avec l’Agefiph (1) autour de 2 projets :;0;659;749
auchanholding;540;131;"un premier programme de formation de 13 mois à l’attention d’un public accueilli en ESAT/EA(2) souffrant d’un handicap psychique ou mental. Ce premier projet a permis à 13 candidats d’obtenir commercial niveau V (3) ;";0;605;654
auchanholding;541;131;un second, à l’attention de l’ensemble des demandeurs d’emploi bénéficiant de formation et l’intégration sur poissonnerie, boucherie, boulangerie;0;560;600
auchanholding;542;131;DOSSIER Promouvoir l’égalité des chances entre les femmes et les hommes;0;502;537
auchanholding;543;131;Riche d’une grande diversité de métiers, l’entreprise s’attache à ouvrir un grand nombre de ses parcours professionnels à des hommes et des femmes de tous horizons et de toutes qualifications. Les politiques d’embauche prévoient de proscrire toute forme de discrimination, par exemple liée au sexe, à l’âge, au handicap, à la religion ou à l’orientation sexuelle.;0;425;495
auchanholding;544;131;L’entreprise considère la diversité comme un levier majeur de performance. C’est grâce à la multiplicité des profils et de points de vue qu’elle est capable de s’adapter et de réagir plus vite.;0;381;421
auchanholding;545;131;La diversité des équipes reflète celle des métiers, des clients, des pays et des sociétés au sein desquelles les entreprises rattachées au périmètre d’Auchan Holding sont implantées.;0;347;376
auchanholding;546;131;Certaines entités développent et consacrent, dans politiques, des pans importants visant à lutter contre toutes formes de discrimination. Tous ces principes et règles sont formalisés dans le cadre du code éthique de l’entreprise, des règlements intérieurs, des formations ou conventions.;0;292;342
auchanholding;547;131;(1) L'Association de gestion du fonds pour l'insertion des personnes handicapées. (2) Établissement et Service d’Aide par le Travail / Entreprise Adaptée. (3) Le titre professionnel de niveau V atteste d’un niveau de formation équivalent à celui du brevet d’études professionnelles (BEP) ou du certificat d’aptitudes professionnelles (CAP). (4) Sont considérés comme managers l’ensemble des collaborateurs exerçant, dans le cadre d’un périmètre défini (rayon, marché, secteur, magasin, service d’appui, etc.) une responsabilité sur le plan de l’organisation, de la gestion et de l’administration, de manière autonome, avec une fonction d’encadrement ou non.;0;55;122
auchanholding;548;132;"DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE Collaborateurs6.
 La part des femmes exerçant une responsabilité de manager.
 reste stable sur la période (+ 1,43 % de femmes managers en un an). La part des femmes managers a progressé au Luxembourg, avec 34,64 %, contre 31,09 % en 2017.";0;709;813
auchanholding;549;132;La France, la Hongrie, l’Espagne et le Portugal ont formalisé cet engagement dans le cadre d’accords ou de plans d’égalité signés avec les partenaires sociaux. Les principales mesures prises portent sur: l’égalité à l’embauche, la conciliation vie privée/vie professionnelle, la promotion, la formation et la communication, en évitant toute discrimination directe ou indirecte pour raison de genre.;0;635;704
auchanholding;550;132;En 2018, Auchan Retail Espagne a été reconnue par le média El Empresario comme l’une des 6 entreprises espagnoles exemplaires en matière d’égalité au travail. En effet, 36 % des postes de cadres dirigeants sont occupés par des femmes et l’entreprise dispose d’un programme spécifique visant à promouvoir l’accès des femmes aux postes de Direction. Depuis le lancement du programme, 59 femmes ont suivi un parcours de formation et 28 d’entre elles ont d’ores et déjà fait l’objet d’une promotion.;0;540;630
auchanholding;551;132;En 2017, Auchan Retail France avait signé, avec ses partenaires sociaux, un troisième accord d’entreprise en faveur de l’égalité professionnelle entre femmes et hommes. Ce dernier introduit de nouveaux dispositifs d’aménagement du temps de travail pour les collaboratrices enceintes et pour les collaborateurs dont la conjointe est enceinte. Ainsi, les femmes enceintes ont la possibilité : après le 4e mois de grossesse de ne plus faire de nocturne, après le 5e mois de prendre leur service ou de finir leur journée une demi-heure plus tôt sans perte de salaire ainsi que d’aménager leurs horaires pour se rendre aux examens prénataux obligatoires. Cet accord engage également l’entreprise à mettre en œuvre des actions aux résultats mesurables au sujet de : l’accès à la formation, la promotion professionnelle, la rémunération, l’articulation de la vie privée et professionnelle ou la non-discrimination à l’embauche.;0;386;536
auchanholding;552;132;Dans la grande majorité des pays d’implantation d’Auchan Retail, la non-discrimination salariale entre hommes et femmes à poste équivalent est notamment en vigueur.;0;352;382
auchanholding;553;132;Au Portugal, Auchan Retail forme l’ensemble de ses managers aux égalités de genre. En cas de problématique constatée, un dispositif a été mis à la disponibilité de tous pour remonter anonymement réclamations et les collaborateurs. Par ailleurs, tout au long de l’année, l’accent est mis sur la formation des femmes afin d’avoir une meilleure équité dans les fonctions de leadership et d’intégrer des femmes sur des fonctions traditionnellement occupées par des hommes. Enfin, les hypermarchés d’Alfragride et d’Amadora disposent de crèches et jardins d’enfants où les collaborateurs et habitants du quartier peuvent faire garder leurs enfants de 7 heures à minuit, 362 jours de l’année.;0;228;347
auchanholding;554;132;Au-delà de la non-distinction de genre, des mesures spécifiques ont été mises en œuvre dans la plupart des entités d’Auchan Holding pour accompagner seniors dans leur fin de carrière et assurer la transmission de leur savoir-faire : système de mentoring, entretien de seconde partie de carrière voire aménagement du temps de travail ou examens médicaux (mammographie et dépistage du diabète notamment).;0;143;223
auchanholding;555;132;"Rapport financier 2018 I 130.
";0;21;30
auchanholding;556;132;PARTAGER, AVANCER, DANS LE RESPECT DES DROITS FONDAMENTAUX;2;723;749
auchanholding;557;132;DOSSIER Promouvoir les droits de l’homme, le dialogue social et lutter contre toutes formes de discrimination;2;665;713
auchanholding;558;132;ÉVOLUTION DU NOMBRE DE RÉUNIONS AVEC LES REPRÉSENTANTS DU PERSONNEL, DU 1ER OCTOBRE 2017 AU 30 SEPTEMBRE 2018;2;631;658
auchanholding;559;132;1,1 %;2;579;590
auchanholding;560;132;6 2;2;495;501
auchanholding;561;132;"Asie Europe.
 Europe.
 Afrique centrale.
 et de l’Est.
 N-1.
";2;406;467
auchanholding;562;132;Le nombre de réunions avec les représentants du personnel reste stable par rapport à 2017. On peut observer en Ukraine la tenue de 592 réunions avec les représentants du personnel contre 262 en 2017, soit une hausse de 126 %. Cette augmentation s’explique par le développement d’Auchan Retail en Ukraine avec notamment le rachat de Karvan.;2;313;373
auchanholding;563;132;Adoptée en 1998, la déclaration de l’OIT relative aux principes et droits fondamentaux au travail oblige tous membres, qu’ils aient ou non correspondantes, à respecter et à promouvoir un certain nombre de principes et de droits, classés selon quatre catégories. Ces quatre catégories portent sur :;2;249;308
auchanholding;564;132;"la liberté d’association et la reconnaissance effective du droit de négociation collective ;";2;224;244
auchanholding;565;132;"l’élimination de toute forme de travail forcé ou obligatoire ;";2;210;220
auchanholding;566;132;"l’abolition effective du travail des enfants ;";2;196;206
auchanholding;567;132;l’élimination de la discrimination en matière d’emploi et de profession.;2;172;191
auchanholding;568;132;Les entreprises d’Auchan Holding fondent leurs politiques et leurs actions sur: le respect de cette déclaration, des principes directeurs de l’OCDE et de la Déclaration universelle des droits de l’homme de 1948, tant vis-à-vis de leurs propres activités que celles de leurs fournisseurs et prestataires (cf. chapitre partenaires).;2;107;167
auchanholding;569;132;2;3;604;610
auchanholding;570;132;"TOTAL de l’Ouest.
";3;430;469
auchanholding;571;132;les États les conventions ratifié;3;279;298
auchanholding;572;132;suggestions des;1;308;317
auchanholding;573;132;les collaborateurs;1;193;203
auchanholding;574;132;complémentaires spécifiques;1;153;163
auchanholding;575;133;DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE;2;804;813
auchanholding;576;133;le Comité Européen, créé en 1996, représentatif des 8 pays de la zone européenne où l’entreprise est implantée. Ses 35 représentants se réunissent physiquement une fois par an. En 2018, les représentants se sont réunis à Lisbonne afin de découvrir la culture de l’entreprise au Portugal et la volonté partagée d’échanger dorénavant sur des transnationales.;2;679;749
auchanholding;577;133;partenaires sociaux aux;2;382;392
auchanholding;578;133;la possibilité, à;2;243;253
auchanholding;579;133;Rapport financier 2018 I;2;22;30
auchanholding;580;133;Collaborateurs;3;795;803
auchanholding;581;133;thématiques;3;689;699
auchanholding;582;133;identifiés,;3;605;614
auchanholding;583;133;informés des;3;486;496
auchanholding;584;133;des moyens;3;382;392
auchanholding;585;133;informations les;3;362;372
auchanholding;586;133;l’ensemble de leurs;3;243;253
auchanholding;587;133;131;3;21;37
auchanholding;588;133;les risques principaux de;1;739;749
auchanholding;589;133;Pour renforcer et développer le dialogue social sur des sujets pouvant étroitement associer les partenaires sociaux, une commission RSE paritaire a été initiée en préambule des échanges tenus en séance plénière. Objectifs annoncés : rendre compte plus immédiatement des politiques et actions définies ainsi que des résultats en matière de RSE, acculturer l’ensemble des participants aux sujets saillants discuter/challenger cette priorisation, co-construire des démarches vectrices de progrès.;1;585;674
auchanholding;590;133;À l’ordre du jour de la 23e réunion du Comité Européen figuraient : la convergence des enseignes vers la marque unique, l’organisation des territoires en zones de vie, la digitalisation et l’impact des nouvelles technologies, la vision du nouveau directeur des ressources humaines sur le projet humain de l’entreprise et la place accordée au dialogue social.;1;520;580
auchanholding;591;133;L’efficacité d’un dialogue mené à ce niveau se vérifie particulièrement par l’intérêt et l’engouement porté par les représentants qui y siègent. Ceux-ci sont orientations stratégiques menées, en dehors de leur périmètre de rattachement. Ils sont ainsi mieux éclairés dans l’exercice de leurs missions. Dans cet esprit, et afin de faciliter échanges de vues et dialogue, ils sont amenés à poser des questions au cours de réunions préparatoires sur la base d’informations qui leur sont envoyées préalablement et traduites dans chaque langue.;1;416;516
auchanholding;592;133;Pour permettre aux représentants de jouer pleinement leur rôle de « courroie de transmission », la décision fut prise d’octroyer supplémentaires : formation sur les prérogatives de l’instance, mise à disposition d’un expert pour économiques et rassemblement physique préalable d’une demi-journée pour permettre aux partenaires sociaux d’échanger entre eux (et sans barrière de langue) en amont du comité.;1;322;412
auchanholding;593;133;Encourager l’innovation et l’engagement des salariés;1;290;313
auchanholding;594;133;La réussite de l’entreprise ne peut s’envisager sans la richesse, l’initiative individuelle et la capacité d’innovation de chaque collaborateur. Historiquement, Auchan Retail, Ceetrus et Oney ont toujours offert collaborateurs, de proposer leurs idées innovantes, de les développer tester et d’être accompagnés dans leur mise en œuvre, à petite ou grande échelle. En 2011, la mise en place d’un programme global d’innovation participative par Auchan Retail France, « Créative Attitude », s’est donc faite dans cette logique. françaises des Auchan Holding. Les 2018 a vu le renouveau de la démarche Creative Attitude. À la demande de l’ensemble des pays d’implantation d’Auchan l’actualité Retail, un nouveau portail d’idéation international, accessible via réseau interne, a été bâti. Au mois de janvier, un premier workshop collaboratif en a défini les contours avant une mise en service au printemps.;1;119;283
auchanholding;595;133;leurs propres activités, Sur non-respect de la Déclaration de l’OIT portent sur la liberté d’association et sur la discrimination. Sur les risques liés au travail des enfants et au travail forcé ou obligatoire, des procédures RH simples (contrôle des pièces d’identité pendant l’embauche, processus de recrutement, etc.) permettent une excellente maîtrise du risque.;0;679;749
auchanholding;596;133;Pour promouvoir le dialogue social et assurer le droit de négociation collective, Auchan Retail met en place des structures adaptées aux réglementations nationales.;0;645;674
auchanholding;597;133;En zone Europe centrale et de l'Est, des collaborateurs sont choisis au local par les syndicats où des représentants sont élus par les salariés pour porter les messages forts et formaliser des revendications auprès de la direction du site. Au niveau national, des membres sont élus et siègent aux instances représentatives de leur entité. Y sont discutés les sujets de préoccupations majeures des collaborateurs, au regard du contexte socio-économique. Les accords collectifs y sont enfin négociés.;0;550;640
auchanholding;598;133;En France, il existe plusieurs instances, soit au niveau local, soit au niveau national qui illustrent ce dialogue. À titre d’exemple, le comité central d’entreprise réunit des élus pour traiter des grand sujets transverses. Des commissions en sont issues pour traiter des questions relatives à la formation, l’économie ou aux grands projets. D’autres commissions sont quant à elles issues des accords d’entreprise : GDI, GPEC (1), contrat de génération, handicap… Au local, des réunions paritaires sont également tenues avec notamment : un comité d’entreprise dans chaque établissement de plus de 50 salariés, des délégués du personnel à partir de 20 salariés ainsi que des commissions déclinées au local quand l’instance est prévue dans un accord d’entreprise.;0;416;546
auchanholding;599;133;Pour les pays non assujettis à des dispositifs légaux encadrants et où le dialogue social est traditionnellement moins présent qu’en Europe de l’Ouest, des politiques volontaristes ont été mises en œuvre.;0;372;412
auchanholding;600;133;En Chine, à Taïwan, en Ukraine ou en Russie, des comités de vie se réunissent, dans chaque hypermarché, entre une fois par mois et une fois par trimestre, selon la périodicité retenue par le pays. Cette instance se compose des représentants de la Direction, de managers et d’employés du site. Tous les collaborateurs ont la possibilité de déposer leurs questions, remarques ou propositions, étudiées en amont et mises à l’ordre du jour. En séance, les actions correctrices à mener sont recensées et les objectifs définis. Il s’agit également d’une occasion de partager les informations concernant l’entreprise.;0;268;367
auchanholding;601;133;Afin de prolonger et de renforcer le dialogue social et l’information existante dans chaque entreprise via ses instances propres, Auchan Retail a souhaité, en accord avec ses partenaires améliorer sociaux, fonctionnement des deux instances d’échanges nationales et internationales :;0;203;263
auchanholding;602;133;"le Comité de Groupe, créé en 2005, est constitué des représentatives des activités sociétés rattachées entreprises 22 représentants se rencontrent 2 fois par an au sein de l’instance. Les sujets abordés portent sur économique, commerciale et sociale, en présence d’experts. En 2019, l’instance sera renouvelée en intégrant les nouvelles entités résultant de la réorganisation d’Auchan Retail ;";0;119;199
auchanholding;603;133;(1) Respectivement grille de développement individuel et gestion prévisionnelle des emplois et des compétences.;0;55;64
auchanholding;604;134;"DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE Collaborateurs6.
 Une seconde réunion de travail internationale s’est tenue à.
 Kiev du 10 au 12 octobre 2018 afin d’ajouter un module, intitulé Copy Attitude, permettant de mettre en lumière des innovations et bonnes pratiques locales, génératrices de valeur, pouvant être copiées ailleurs, tout en identifiant et valorisant les collaborateurs qui en sont à l’origine. Début 2019, toutes les entités pays d’Auchan Retail ont pris 10 à 20 success renseigner pratiques déjà mises en place localement avec succès). Leurs fonctionnalités seront ainsi opérationnelles et visibles par tous au printemps 2019.";0;639;813
auchanholding;605;134;De son côté, Auchan Retail Portugal a organisé sa 3e Creative expédition. Cet événement a permis à 26 jeunes talents de sortir de leur quotidien en visitant d’autres entreprises et en découvrant d’autres méthodes. Les participants ont finalement partagé leurs réflexions avec les dirigeants d’Auchan Retail Portugal autour du thème « ambassadeur de la marque ».;0;575;634
auchanholding;606;134;En juin 2018, les équipes RSE d’Auchan Retail France ont pour leur part organisé un concours d’initiatives portant sur l’économie circulaire. Ont notamment été primés :;0;540;570
auchanholding;607;134;"le magasin de St-Omer, pour son projet « collecte de piles auprès des écoles » via un challenge local récompensant les écoles les plus mobilisées (1 200 élèves au total) par des outils multimédias ;";0;496;536
auchanholding;608;134;le magasin de Beauvais, pour la « Poule aux œufs d’or » par l’installation d’un poulailler sur place dont les poules sont nourries avec des fruits et légumes ou du pain destinés à la casse. Les œufs sont ensuite vendus en magasin afin de sensibiliser les clients à gaspillage alimentaire.;0;432;492
auchanholding;609;134;"Rapport financier 2018 I 132.
";0;21;30
auchanholding;610;134;Au regard de l’émulation suscitée par cette saine compétition, Auchan Retail Espagne organisera une édition similaire portant sur son périmètre.;2;719;749
auchanholding;611;134;Vectrice de reconnaissance des entreprises vis-à-vis de leurs collaborateurs, la rétribution est par ailleurs un élément majeur d’engagement si elle s’avère attractive. Dans le cadre d’un engagement et de valeurs partagées, chaque entreprise est responsable de la déclinaison de sa politique de rémunération dans le contexte économique, législatif et réglementaire qui lui est propre. La rémunération globale vise à être attractive, avec une partie fixe dans les pratiques du marché, une partie individuelle attachée à variable collaborateur ainsi qu’une partie collective. Les dispositifs de rémunération s’accompagnent également de divers avantages sociaux, contexte adaptés particulièrement en compte la protection santé et prévoyance des salariés et de leur famille.;2;575;714
auchanholding;612;134;la cohésion des équipes, du sentiment Terreau de d’appartenance et de la fierté des collaborateurs, les politiques de partage, lancées dès 1977, constituent un levier d’animation la performance. Elles associent plus étroitement collaborateurs à la marche des affaires via une rétribution complémentaire à leur rémunération indexée sur les résultats enregistrés aux niveaux site, national et/ou global. L’actionnariat salarié est l’un de ces leviers, déployé dans 9 pays, et adapté à l’organisation locale des entreprises d’Auchan Holding. 30 septembre d’ayants-droit, soit 261 743 collaborateurs actionnaires, étaient recensés.;2;450;570
auchanholding;613;134;l’engagement de stories (innovations/bonnes;1;669;689
auchanholding;614;134;la nécessaire lutte contre;1;442;452
auchanholding;615;134;la performance du;3;625;634
auchanholding;616;134;local, qui prennent;3;595;604
auchanholding;617;134;les;3;530;540
auchanholding;618;134;92,6 % 2018,;3;470;480
auchanholding;619;135;DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE;2;804;813
auchanholding;620;135;exigences formalise les;2;457;467
auchanholding;621;135;l’expertise locale des équipes d’Auchan Retail ne;2;284;294
auchanholding;622;135;fluides au pouvoir de;2;115;125
auchanholding;623;135;Rapport financier 2018 I;2;22;30
auchanholding;624;135;Environnement;3;795;803
auchanholding;625;135;recommandations;3;457;467
auchanholding;626;135;l’exploitation des;3;368;378
auchanholding;627;135;133;3;21;37
auchanholding;628;135;"ENVIRONNEMENT 6.3 Les différentes activités des entreprises rattachées à Auchan Holding induisent nécessairement un impact sur l’environnement à.
 hauteur des millions de clients qui fréquentent quotidiennement les magasins ou galeries marchandes. Chacune des entités œuvre donc, avec volontarisme, à limiter son empreinte écologique afin de contribuer à une meilleure préservation des ressources naturelles et des biens communs mondiaux.";0;682;749
auchanholding;629;135;DÉVELOPPER LA GOUVERNANCE DES POLITIQUES RSE ET LA PROTECTION LOCALE DE L’ENVIRONNEMENT;0;626;665
auchanholding;630;135;Gouvernance des politiques RSE;0;605;617
auchanholding;631;135;Depuis fin 2008, les politiques de développement durable sont écrites, animées et suivies par le Comité RSE International. L’instance est présidée par Patrick Coignard, Directeur Général d’Auchan Retail Espagne, et composée des responsables RSE de chaque pays d’implantation d’Auchan Retail ainsi que (qualité, d’experts métiers membres se réunissent chaque mois en réunion téléphonique afin d’avancer conjointement sur les grandes orientations de l’entreprise et de partager leurs bonnes pratiques. Le réseau est animé au quotidien par l’équipe RSE corporate.;0;499;599
auchanholding;632;135;En 2017, afin de structurer les politiques de l’entreprise et de décliner les axes de travail élaborés au sein du Comité International, tous les pays ont créé leur propre Comité RSE national. Selon leurs moyens et leur niveau de maturité, les entreprises d’Auchan Retail adoptent ensuite différents types d’organisation pour promouvoir la RSE au quotidien.;0;434;494
auchanholding;633;135;Pour responsabiliser un maximum de collaborateurs partout dans le monde autour de la RSE, chaque Comité de Direction pays a défini 3 engagements phares à horizon maximal fin 2020. Chacun des pays est garant du pilotage et du monitoring de ses engagements et doit en rendre compte à son Comité RSE.;0;380;430
auchanholding;634;135;En complément, la Direction Produits Corporate s’est engagée d’ici 2025 à :;0;356;376
auchanholding;635;135;"réduire de 50 % ses emballages ;";0;342;352
auchanholding;636;135;certifier PEFC ou FSC l’ensemble de ses produits issus du bois.;0;317;337
auchanholding;637;135;Développer le management environnemental des sites;0;285;309
